,Date,GOOGL Price,GOOGL Percent Change Rate
147,11-03-2016,39.1095,99.20981202912152
148,11-04-2016,39.055,99.860647668725
149,11-07-2016,40.1015,102.67955447445911
150,11-08-2016,40.599,101.24060197249479
151,11-09-2016,40.2795,99.2130348038129
152,11-10-2016,39.0145,96.85944463064338
153,11-11-2016,38.5875,98.90553512155738
154,11-14-2016,37.661,97.59896339488176
155,11-15-2016,38.758,102.91282759353177
156,11-16-2016,38.999,100.62180711079003
157,11-17-2016,39.308,100.79232800841046
158,11-18-2016,38.7985,98.70382619314134
159,11-21-2016,39.24,101.13793059010014
160,11-22-2016,39.25,100.02548419979611
161,11-23-2016,38.95,99.23566878980893
162,11-25-2016,39.0115,100.1578947368421
163,11-28-2016,39.2895,100.7126103841175
164,11-29-2016,39.472,100.46450069356953
165,11-30-2016,38.794,98.28232671260639
166,12-01-2016,38.2165,98.51136773727897
167,12-02-2016,38.223,100.01700836026322
168,12-05-2016,38.911,101.79996337283835
169,12-06-2016,38.809,99.7378633291357
170,12-07-2016,39.5735,101.96990388827336
171,12-08-2016,39.7585,100.46748455405763
172,12-09-2016,40.4725,101.79584239848083
173,12-12-2016,40.395,99.8085119525604
174,12-13-2016,40.767,100.9209060527293
175,12-14-2016,40.8945,100.31275296195452
176,12-15-2016,40.7825,99.72612453997482
177,12-16-2016,40.492,99.28768466866916
178,12-19-2016,40.625,100.32845994270474
179,12-20-2016,40.76,100.3323076923077
180,12-21-2016,40.61,99.63199214916585
181,12-22-2016,40.484,99.68973159320365
182,12-23-2016,40.39,99.76780950498963
183,12-27-2016,40.4965,100.26367912849715
184,12-28-2016,40.2285,99.3382144135913
185,12-29-2016,40.144,99.78994991113265
186,12-30-2016,39.6225,98.70092666400959
187,01-03-2017,40.4005,101.96353082213388
188,01-04-2017,40.3885,99.97029739730944
189,01-05-2017,40.651,100.6499374822041
190,01-06-2017,41.2605,101.4993481095176
191,01-09-2017,41.359,100.23872711188669
192,01-10-2017,41.3005,99.85855557436108
193,01-11-2017,41.493,100.4660960521059
194,01-12-2017,41.4765,99.9602342563806
195,01-13-2017,41.547,100.16997576941158
196,01-17-2017,41.373,99.58119719835368
197,01-18-2017,41.451,100.18852875063449
198,01-19-2017,41.2185,99.43909676485488
199,01-20-2017,41.4085,100.46095806494657
200,01-23-2017,42.2215,101.96336500959949
201,01-24-2017,42.4765,100.60395769927644
202,01-25-2017,42.9225,101.04999234871046
203,01-26-2017,42.849,99.82876113926262
204,01-27-2017,42.2515,98.6055683913277
205,01-30-2017,41.1915,97.49121332970427
206,01-31-2017,41.0095,99.55816127113604
207,02-01-2017,40.762,99.39648130311268
208,02-02-2017,40.913,100.37044305971247
209,02-03-2017,41.0065,100.2285337178892
210,02-06-2017,41.081,100.18167851438187
211,02-07-2017,41.4615,100.92621893332682
212,02-08-2017,41.494,100.07838597252874
213,02-09-2017,41.503,100.02168988287463
214,02-10-2017,41.7425,100.57706671806856
215,02-13-2017,41.948,100.49230400670778
216,02-14-2017,42.0015,100.12753885763325
217,02-15-2017,41.866,99.6773924740783
218,02-16-2017,42.1085,100.57922896861416
219,02-17-2017,42.3275,100.52008501846421
220,02-21-2017,42.4635,100.32130411670902
221,02-22-2017,42.568,100.24609370400461
222,02-23-2017,42.55,99.95771471527908
223,02-24-2017,42.3905,99.62514688601647
224,02-27-2017,42.4835,100.21938877814604
225,02-28-2017,42.2465,99.44213635882166
226,03-01-2017,42.8375,101.3989324559431
227,03-02-2017,42.4925,99.19463087248323
228,03-03-2017,42.454,99.90939577572513
229,03-06-2017,42.3635,99.78682809629245
230,03-07-2017,42.5575,100.45794138822335
231,03-08-2017,42.682,100.29254537978032
232,03-09-2017,42.892,100.49201068366057
233,03-10-2017,43.0703,100.41569523454257
234,03-13-2017,43.229,100.36846736614325
235,03-14-2017,43.2955,100.15383191838811
236,03-15-2017,43.4195,100.28640389878856
237,03-16-2017,43.5,100.18540056886881
238,03-17-2017,43.6185,100.27241379310342
239,03-20-2017,43.3955,99.48874903997157
240,03-21-2017,42.507,97.95255268403406
241,03-22-2017,42.49,99.96000658715036
242,03-23-2017,41.9825,98.80560131795717
243,03-24-2017,41.757,99.46287143452628
244,03-27-2017,41.9255,100.40352515745863
245,03-28-2017,42.0315,100.25282942362048
246,03-29-2017,42.4935,101.09917561828627
247,03-30-2017,42.474,99.95411062868439
248,03-31-2017,42.39,99.80223195366578
249,04-03-2017,42.8375,101.05567350790281
250,04-04-2017,42.6285,99.51210971695362
251,04-05-2017,42.4455,99.57070973644393
252,04-06-2017,42.2548,99.5507179795267
253,04-07-2017,42.105,99.645484063349
254,04-10-2017,42.085,99.95249970312315
255,04-11-2017,41.994,99.78377093976476
256,04-12-2017,42.073,100.18812211268278
257,04-13-2017,42.009,99.84788344068643
258,04-17-2017,42.7565,101.77938060891714
259,04-18-2017,42.6995,99.86668693648917
260,04-19-2017,42.8255,100.29508542254592
261,04-20-2017,43.004,100.41680774305028
262,04-21-2017,42.9475,99.86861687284903
263,04-24-2017,43.9465,102.32609581465744
264,04-25-2017,44.442,101.12750731002468
265,04-26-2017,44.457,100.0337518563521
266,04-27-2017,44.572,100.25867692376904
267,04-28-2017,46.226,103.7108498608992
268,05-01-2017,46.641,100.89776316358758
269,05-02-2017,46.8545,100.45775176346991
270,05-03-2017,47.4225,101.21226349656915
271,05-04-2017,47.736,100.66107860192946
272,05-05-2017,47.514,99.53494218200102
273,05-08-2017,47.9345,100.88500231510713
274,05-09-2017,47.8355,99.79346817010713
275,05-10-2017,47.742,99.80453847038287
276,05-11-2017,47.7945,100.10996606761341
277,05-12-2017,47.757,99.92153908922575
278,05-15-2017,47.961,100.42716251020794
279,05-16-2017,48.2305,100.5619148891808
280,05-17-2017,47.1085,97.67367122464002
281,05-18-2017,47.525,100.88412919112261
282,05-19-2017,47.7325,100.43661230931089
283,05-22-2017,48.2035,100.98674907033991
284,05-23-2017,48.5275,100.67215036252554
285,05-24-2017,48.8805,100.72742259543557
286,05-25-2017,49.593,101.45763648080523
287,05-26-2017,49.6635,100.14215715927651
288,05-30-2017,49.8085,100.29196492393811
289,05-31-2017,49.3545,99.08850898942951
290,06-01-2017,49.4145,100.12156946175119
291,06-02-2017,49.806,100.79227757034879
292,06-05-2017,50.194,100.77902260771796
293,06-06-2017,49.834,99.28278280272542
294,06-07-2017,50.0795,100.49263555002608
295,06-08-2017,50.214,100.26857296897931
296,06-09-2017,48.506,96.598558171028
297,06-12-2017,48.0905,99.1434049395951
298,06-13-2017,48.525,100.90350485023029
299,06-14-2017,48.3965,99.73518804739825
300,06-15-2017,48.009,99.19932226503983
301,06-16-2017,47.931,99.83753046303818
302,06-19-2017,48.761,101.73165592205464
303,06-20-2017,48.4495,99.36116978733003
304,06-21-2017,48.9295,100.99072229847572
305,06-22-2017,48.831,99.79868995186953
306,06-23-2017,49.3045,100.96967090577706
307,06-26-2017,48.6045,98.58025129552071
308,06-27-2017,47.4045,97.53109280004936
309,06-28-2017,48.0505,101.36273982427828
310,06-29-2017,46.891,97.58691376780678
311,06-30-2017,46.484,99.13202960056302
312,07-03-2017,45.973,98.90069701402633
313,07-05-2017,46.613,101.39212146259761
314,07-06-2017,46.3845,99.50979340527321
315,07-07-2017,47.0405,101.41426554129073
316,07-10-2017,47.55,101.08310923565863
317,07-11-2017,47.6765,100.26603575184016
318,07-12-2017,48.383,101.48186213333614
319,07-13-2017,48.4425,100.122977078726
320,07-14-2017,48.8455,100.83191412499355
321,07-17-2017,48.798,99.90275460380178
322,07-18-2017,49.3475,101.1260707406041
323,07-19-2017,49.6385,100.58969552662242
324,07-20-2017,49.6095,99.94157760609204
325,07-21-2017,49.692,100.16629879357785
326,07-24-2017,49.9155,100.4497705868148
327,07-25-2017,48.4515,97.06704330318237
328,07-26-2017,48.2655,99.61611095631714
329,07-27-2017,47.6255,98.67400109809284
330,07-28-2017,47.9165,100.61101720716843
331,07-31-2017,47.275,98.66121273465299
332,08-01-2017,47.328,100.1121099947118
333,08-02-2017,47.382,100.11409736308315
334,08-03-2017,47.015,99.22544426153392
335,08-04-2017,47.2895,100.58385621610124
336,08-07-2017,47.2875,99.99577073134628
337,08-08-2017,47.2095,99.83505154639175
338,08-09-2017,47.004,99.56470625615607
339,08-10-2017,46.1795,98.24589396647094
340,08-11-2017,46.5045,100.70377548479303
341,08-14-2017,46.9465,100.95044565579676
342,08-15-2017,46.904,99.90947141959465
343,08-16-2017,47.2135,100.65985843424868
344,08-17-2017,46.383,98.2409692143137
345,08-18-2017,46.309,99.84045878878037
346,08-21-2017,46.0435,99.42667731974348
347,08-22-2017,47.02,102.12082052841336
348,08-23-2017,47.129,100.23181624840491
349,08-24-2017,46.8445,99.3963377113879
350,08-25-2017,46.525,99.31795621684509
351,08-28-2017,46.4065,99.74529822675981
352,08-29-2017,46.7875,100.82100567808389
353,08-30-2017,47.1815,100.84210526315789
354,08-31-2017,47.762,101.23035511800175
355,09-01-2017,47.5995,99.65977136635819
356,09-05-2017,47.074,98.89599680668914
357,09-06-2017,47.101,100.05735650252794
358,09-07-2017,47.4945,100.83543873803104
359,09-08-2017,47.0705,99.10726505174283
360,09-11-2017,47.1645,100.199700449326
361,09-12-2017,47.3325,100.3562001081322
362,09-13-2017,47.522,100.40035916125282
363,09-14-2017,47.0065,98.91523925760701
364,09-15-2017,46.7645,99.48517758182378
365,09-18-2017,46.4875,99.40767034823423
366,09-19-2017,46.843,100.76472169938158
367,09-20-2017,47.377,101.13997822513502
368,09-21-2017,47.3775,100.00105536441733
369,09-22-2017,47.163,99.54725344309007
370,09-25-2017,46.714,99.04798252867715
371,09-26-2017,46.8715,100.33715802543135
372,09-27-2017,47.995,102.3969789744301
373,09-28-2017,48.2405,100.5115116157933
374,09-29-2017,48.686,100.92349789077643
375,10-02-2017,48.3735,99.35813170110505
376,10-03-2017,48.604,100.47650056332496
377,10-04-2017,48.339,99.4547773845774
378,10-05-2017,49.2595,101.90425950061028
379,10-06-2017,49.682,100.8577025751378
380,10-09-2017,49.6155,99.86614870576868
381,10-10-2017,49.39,99.54550493293426
382,10-11-2017,50.2825,101.80704596072079
383,10-12-2017,50.2825,100.0
384,10-13-2017,50.3935,100.22075274697957
385,10-16-2017,50.4675,100.1468443350829
386,10-17-2017,50.55,100.1634715410908
387,10-18-2017,50.637,100.17210682492583
388,10-19-2017,50.092,98.92371191026325
389,10-20-2017,50.2535,100.32240677154036
390,10-23-2017,49.277,98.05685176156884
391,10-24-2017,49.4245,100.29932828703045
392,10-25-2017,49.573,100.30045827474228
393,10-26-2017,49.571,99.9959655457608
394,10-27-2017,51.6835,104.26156422101633
395,10-30-2017,51.6565,99.94775895595306
396,10-31-2017,51.652,99.99128860840358
397,11-01-2017,52.1298,100.92503678463565
398,11-02-2017,52.1485,100.03587199643964
399,11-03-2017,52.4995,100.67307784500032
400,11-06-2017,52.134,99.3038028933609
401,11-07-2017,52.6195,100.93125407603483
402,11-08-2017,52.9145,100.56062866427844
403,11-09-2017,52.386,99.00121894754747
404,11-10-2017,52.2075,99.65926010766235
405,11-13-2017,52.06,99.71747354307331
406,11-14-2017,52.082,100.04225893200154
407,11-15-2017,51.8205,99.49790714642295
408,11-16-2017,52.4235,101.1636321532984
409,11-17-2017,51.7945,98.80015641840015
410,11-20-2017,51.733,99.88126152390697
411,11-21-2017,52.515,101.51160767788451
412,11-22-2017,52.596,100.1542416452442
413,11-24-2017,52.826,100.4372956118336
414,11-27-2017,53.6005,101.46613410063226
415,11-28-2017,53.1645,99.1865747521012
416,11-29-2017,51.869,97.56322357964432
417,11-30-2017,51.8085,99.8833600030847
418,12-01-2017,51.2535,98.92874721329513
419,12-04-2017,50.5935,98.71228306359565
420,12-05-2017,50.98,100.76393212566832
421,12-06-2017,51.636,101.28677912907023
422,12-07-2017,52.2285,101.14745526376944
423,12-08-2017,52.469,100.46047655973271
424,12-11-2017,52.5985,100.24681240351445
425,12-12-2017,52.4385,99.69580881584075
426,12-13-2017,52.5695,100.24981645165289
427,12-14-2017,52.8735,100.57828208371775
428,12-15-2017,53.6,101.3740342515627
429,12-18-2017,54.2545,101.22108208955223
430,12-19-2017,53.989,99.51063967044207
431,12-20-2017,53.678,99.42395673192688
432,12-21-2017,53.5425,99.74756883639479
433,12-22-2017,53.443,99.81416631647757
434,12-26-2017,53.2925,99.71839155736018
435,12-27-2017,53.01,99.46990664727683
436,12-28-2017,52.7975,99.59913223920015
437,12-29-2017,52.67,99.75851129314836
438,01-02-2018,53.6605,101.88057717865956
439,01-03-2018,54.576,101.70609666328119
440,01-04-2018,54.788,100.38844913515096
441,01-05-2018,55.5145,101.3260202964153
442,01-08-2018,55.7105,100.35306091201399
443,01-09-2018,55.6395,99.87255544286982
444,01-10-2018,55.507,99.76185982979717
445,01-11-2018,55.6025,100.17205037202514
446,01-12-2018,56.5325,101.67258666426868
447,01-16-2018,56.535,100.00442223499758
448,01-17-2018,56.955,100.74290262669143
449,01-18-2018,56.7985,99.72522166622772
450,01-19-2018,57.175,100.66286961803567
451,01-22-2018,58.208,101.80673371228683
452,01-23-2018,58.8085,101.03164513468941
453,01-24-2018,58.5645,99.58509399151482
454,01-25-2018,59.107,100.92632909014847
455,01-26-2018,59.378,100.45849053411608
456,01-29-2018,59.324,99.90905722658223
457,01-30-2018,58.8685,99.23218259051986
458,01-31-2018,59.111,100.41193507563469
459,02-01-2018,59.0795,99.94671042614742
460,02-02-2018,55.96,94.7198266742271
461,02-05-2018,53.1195,94.92405289492496
462,02-06-2018,54.2215,102.07456771995219
463,02-07-2018,52.7705,97.32393976559113
464,02-08-2018,50.3855,95.48042940658134
465,02-09-2018,52.3135,103.82649770271209
466,02-12-2018,52.728,100.79233849771092
467,02-13-2018,52.707,99.96017296313154
468,02-14-2018,53.635,101.76067694993074
469,02-15-2018,54.568,101.73953575090893
470,02-16-2018,54.775,100.37934320480868
471,02-20-2018,55.1795,100.73847558192605
472,02-21-2018,55.6875,100.92063175635879
473,02-22-2018,55.495,99.65432098765432
474,02-23-2018,56.4045,101.63888638616092
475,02-26-2018,57.185,101.3837548422555
476,02-27-2018,55.8755,97.7100638279269
477,02-28-2018,55.196,98.78390349974497
478,03-01-2018,53.5705,97.05504022030583
479,03-02-2018,54.207,101.18815392800143
480,03-05-2018,54.738,100.97957828324755
481,03-06-2018,55.045,100.56085352040631
482,03-07-2018,55.752,101.28440366972478
483,03-08-2018,56.469,101.28605251829529
484,03-09-2018,58.042,102.78559917831022
485,03-12-2018,58.2965,100.43847558664416
486,03-13-2018,56.9955,97.76830512981053
487,03-14-2018,57.4445,100.78778149152126
488,03-15-2018,57.5305,100.14970971981654
489,03-16-2018,56.721,98.5929202770704
490,03-19-2018,55.0035,96.9720209446237
491,03-20-2018,54.79,99.61184288272564
492,03-21-2018,54.7,99.83573644825698
493,03-22-2018,52.6575,96.26599634369286
494,03-23-2018,51.3275,97.47424393486209
495,03-26-2018,52.7045,102.68277239296675
496,03-27-2018,50.347,95.5269474143574
497,03-28-2018,50.259,99.82521302162989
498,03-29-2018,51.857,103.17953003442169
499,04-02-2018,50.6315,97.63677034922962
500,04-03-2018,50.934,100.59745415403454
501,04-04-2018,51.4855,101.08277378568344
502,04-05-2018,51.632,100.28454613434849
503,04-06-2018,50.4975,97.80271924387978
504,04-09-2018,51.0045,101.00401009950988
505,04-10-2018,51.825,101.6086815869188
506,04-11-2018,51.253,98.89628557645923
507,04-12-2018,51.8645,101.19310089165512
508,04-13-2018,51.802,99.87949368064861
509,04-16-2018,52.305,100.97100498050268
510,04-17-2018,53.968,103.17942835292995
511,04-18-2018,53.7695,99.63218944559739
512,04-19-2018,54.4725,101.30743265234008
513,04-20-2018,53.866,98.886594153013
514,04-23-2018,53.6905,99.6741915122712
515,04-24-2018,51.132,95.23472495134148
516,04-25-2018,51.1495,100.03422514276774
517,04-26-2018,52.1655,101.98633417726468
518,04-27-2018,51.5725,98.86323336304645
519,04-30-2018,50.929,98.75224198943236
520,05-01-2018,52.0375,102.17655952404327
521,05-02-2018,51.3025,98.58755705020418
522,05-03-2018,51.315,100.02436528434286
523,05-04-2018,52.55,102.40670369287731
524,05-07-2018,52.973,100.80494766888677
525,05-08-2018,52.9295,99.91788269495781
526,05-09-2018,54.4475,102.86796587914114
527,05-10-2018,55.2735,101.51705771614859
528,05-11-2018,55.169,99.81094014310655
529,05-14-2018,55.33,100.29183055701571
530,05-15-2018,54.2435,98.03632748960781
531,05-16-2018,54.2045,99.9281019845696
532,05-17-2018,54.063,99.7389515630621
533,05-18-2018,53.482,98.92532785823946
534,05-21-2018,54.2005,101.34344265360309
535,05-22-2018,53.7655,99.1974243780039
536,05-23-2018,54.298,100.99041206721782
537,05-24-2018,54.2725,99.95303694427051
538,05-25-2018,54.204,99.87378506610162
539,05-29-2018,53.4035,98.52317172164416
540,05-30-2018,53.8735,100.88009212879305
541,05-31-2018,55.0,102.09100949446388
542,06-01-2018,56.75,103.18181818181817
543,06-04-2018,57.652,101.58942731277534
544,06-05-2018,57.551,99.82481093457297
545,06-06-2018,57.3475,99.64640058382999
546,06-07-2018,56.721,98.9075373817516
547,06-08-2018,56.6355,99.8492621780293
548,06-11-2018,57.045,100.72304473342693
549,06-12-2018,57.4095,100.63896923481461
550,06-13-2018,57.2115,99.65510934601416
551,06-14-2018,58.0055,101.38783286576998
552,06-15-2018,57.9635,99.92759307307067
553,06-18-2018,59.179,102.09700932483372
554,06-19-2018,58.9345,99.58684668547964
555,06-20-2018,59.2035,100.45643892796238
556,06-21-2018,58.472,98.76443115694174
557,06-22-2018,58.4645,99.98717334792721
558,06-25-2018,56.964,97.43348527739056
559,06-26-2018,56.631,99.4154202654308
560,06-27-2018,55.847,98.61559923010365
561,06-28-2018,56.339,100.8809783873798
562,06-29-2018,56.4595,100.21388381050427
563,07-02-2018,57.1055,101.14418299843251
564,07-03-2018,55.814,97.73839647669664
565,07-05-2018,57.0645,102.24047729960226
566,07-06-2018,57.754,101.2082818564957
567,07-09-2018,58.364,101.05620389929702
568,07-10-2018,58.357,99.98800630525668
569,07-11-2018,58.573,100.37013554500747
570,07-12-2018,60.063,102.54383418981443
571,07-13-2018,60.221,100.26305712335379
572,07-16-2018,59.8255,99.34325235383005
573,07-17-2018,60.654,101.38486097065633
574,07-18-2018,60.6455,99.98598608500674
575,07-19-2018,59.955,98.86141593358121
576,07-20-2018,59.894,99.89825702610291
577,07-23-2018,60.55,101.09526830734296
578,07-24-2018,62.9075,103.8934764657308
579,07-25-2018,63.797,101.4139808448913
580,07-26-2018,64.275,100.74925153220373
581,07-27-2018,62.6445,97.46324387397898
582,07-30-2018,61.502,98.17621658725028
583,07-31-2018,61.361,99.77073916295403
584,08-01-2018,61.6495,100.47016834797348
585,08-02-2018,62.0565,100.66018378089035
586,08-03-2018,61.908,99.76070194097315
587,08-06-2018,61.8835,99.9604251469923
588,08-07-2018,62.792,101.46808115248815
589,08-08-2018,63.0665,100.43715759969423
590,08-09-2018,63.223,100.24815076149778
591,08-10-2018,62.6255,99.05493254037297
592,08-13-2018,62.432,99.6910204309746
593,08-14-2018,62.907,100.76082778062532
594,08-15-2018,61.611,97.93981591873718
595,08-16-2018,61.203,99.33778059112822
596,08-17-2018,60.7925,99.32928124438344
597,08-20-2018,61.0975,100.50170662499487
598,08-21-2018,60.8705,99.6284627030566
599,08-22-2018,61.0875,100.35649452526265
600,08-23-2018,61.058,99.95170861469205
601,08-24-2018,61.8375,101.2766549837859
602,08-27-2018,62.8135,101.57833030119264
603,08-28-2018,62.293,99.17135647591681
604,08-29-2018,63.2325,101.50819514231134
605,08-30-2018,62.722,99.19266200134425
606,08-31-2018,61.59,98.19521061190652
607,09-04-2018,60.5655,98.33658061373599
608,09-05-2018,59.955,98.9920003962652
609,09-06-2018,59.1995,98.73988824952048
610,09-07-2018,58.8795,99.45945489404471
611,09-10-2018,58.753,99.78515442556407
612,09-11-2018,59.4995,101.27057341752761
613,09-12-2018,58.58,98.45460886225935
614,09-13-2018,59.107,100.89962444520314
615,09-14-2018,58.899,99.64809582621348
616,09-17-2018,57.9915,98.45922681200021
617,09-18-2018,58.3555,100.62767819421812
618,09-19-2018,58.7135,100.6134811628724
619,09-20-2018,59.5785,101.4732557248333
620,09-21-2018,58.606,98.36769975746284
621,09-24-2018,58.978,100.63474729549876
622,09-25-2018,59.6945,101.21485977822238
623,09-26-2018,59.703,100.01423916776253
624,09-27-2018,60.368,101.11384687536639
625,09-28-2018,60.354,99.97680890538034
626,10-01-2018,60.4265,100.12012459820392
627,10-02-2018,60.382,99.92635681364965
628,10-03-2018,60.5765,100.3221158623431
629,10-04-2018,58.8535,97.15566267446947
630,10-05-2018,58.3915,99.21499995752166
631,10-08-2018,57.796,98.98015978353013
632,10-09-2018,57.2585,99.07000484462593
633,10-10-2018,54.608,95.37099295301135
634,10-11-2018,54.537,99.86998242015822
635,10-12-2018,56.027,102.73209014063846
636,10-15-2018,55.122,98.38470737323077
637,10-16-2018,56.654,102.77928957584994
638,10-17-2018,56.3795,99.51547993080806
639,10-18-2018,54.8955,97.3678376005463
640,10-19-2018,55.259,100.66216720860544
641,10-22-2018,55.5685,100.56008975913426
642,10-23-2018,55.7455,100.31852578349245
643,10-24-2018,52.856,94.81662196948632
644,10-25-2018,55.1795,104.39590585742393
645,10-26-2018,54.1875,98.20223090096866
646,10-29-2018,51.7365,95.47681660899654
