,Date,NVDA Price,NVDA Percent Change Rate
225,02-28-2017,2.537,97.19189365207063
226,03-01-2017,2.5698,101.29286558927868
227,03-02-2017,2.475,96.31099696474435
228,03-03-2017,2.4608,99.42626262626261
229,03-06-2017,2.4418,99.22789336801041
230,03-07-2017,2.4685,101.09345564747316
231,03-08-2017,2.464,99.81770305853756
232,03-09-2017,2.4635,99.97970779220779
233,03-10-2017,2.478,100.58859346458293
234,03-13-2017,2.5463,102.75625504439063
235,03-14-2017,2.5445,99.92930919373208
236,03-15-2017,2.5638,100.7584987227353
237,03-16-2017,2.5953,101.22864498010765
238,03-17-2017,2.6517,102.17315917235001
239,03-20-2017,2.7363,103.19040615454239
240,03-21-2017,2.6478,96.76570551474619
241,03-22-2017,2.7018,102.03942895989123
242,03-23-2017,2.6773,99.0931971278407
243,03-24-2017,2.6868,100.35483509505845
244,03-27-2017,2.7063,100.72577043322912
245,03-28-2017,2.6923,99.48268854155118
246,03-29-2017,2.6835,99.67314192326265
247,03-30-2017,2.735,101.91913545742499
248,03-31-2017,2.7233,99.57221206581353
249,04-03-2017,2.7095,99.49326185143023
250,04-04-2017,2.5195,92.98763609522052
251,04-05-2017,2.5008,99.2577892438976
252,04-06-2017,2.519,100.72776711452336
253,04-07-2017,2.5083,99.5752282651846
254,04-10-2017,2.4443,97.44847107602759
255,04-11-2017,2.453,100.35593012314364
256,04-12-2017,2.4328,99.17651854871585
257,04-13-2017,2.3872,98.12561657349556
258,04-17-2017,2.4808,103.92091152815013
259,04-18-2017,2.4823,100.06046436633345
260,04-19-2017,2.492,100.39076662772428
261,04-20-2017,2.5315,101.58507223113963
262,04-21-2017,2.542,100.41477384949636
263,04-24-2017,2.5738,101.25098347757671
264,04-25-2017,2.6185,101.73673168078328
265,04-26-2017,2.6005,99.31258354019475
266,04-27-2017,2.641,101.55739280907518
267,04-28-2017,2.6075,98.73154108292313
268,05-01-2017,2.666,102.24352828379675
269,05-02-2017,2.587,97.03675918979746
270,05-03-2017,2.6063,100.74603788171628
271,05-04-2017,2.5962,99.61247745846602
272,05-05-2017,2.5965,100.0115553501271
273,05-08-2017,2.5693,98.95243597150011
274,05-09-2017,2.5735,100.16346864904837
275,05-10-2017,3.0323,117.82786088983875
276,05-11-2017,3.1625,104.2937704053029
277,05-12-2017,3.1973,101.10039525691698
278,05-15-2017,3.3578,105.01986050730305
279,05-16-2017,3.4203,101.86133778068974
280,05-17-2017,3.193,93.35438411835219
281,05-18-2017,3.3268,104.19041653617288
282,05-19-2017,3.4,102.20031261272094
283,05-22-2017,3.4725,102.13235294117649
284,05-23-2017,3.4258,98.65514758819295
285,05-24-2017,3.4642,101.12090606573648
286,05-25-2017,3.4565,99.77772645921137
287,05-26-2017,3.546,102.58932446116012
288,05-30-2017,3.6218,102.1376198533559
289,05-31-2017,3.6088,99.64106245513281
290,06-01-2017,3.609,100.00554200842384
291,06-02-2017,3.591,99.50124688279303
292,06-05-2017,3.7003,103.04372041214145
293,06-06-2017,3.6835,99.54598275815475
294,06-07-2017,3.728,101.20809013166824
295,06-08-2017,3.9985,107.25590128755364
296,06-09-2017,3.74,93.53507565337003
297,06-12-2017,3.7493,100.24866310160428
298,06-13-2017,3.785,100.95217773984477
299,06-14-2017,3.793,100.2113606340819
300,06-15-2017,3.8093,100.42973899288161
301,06-16-2017,3.7905,99.50647100517156
302,06-19-2017,3.933,103.75939849624058
303,06-20-2017,3.9273,99.85507246376811
304,06-21-2017,3.9868,101.51503577521453
305,06-22-2017,3.9593,99.3102237383365
306,06-23-2017,3.8458,97.13333164953401
307,06-26-2017,3.8038,98.90789952675647
308,06-27-2017,3.6645,96.33787265366213
309,06-28-2017,3.7938,103.52844862873516
310,06-29-2017,3.667,96.6577046760504
311,06-30-2017,3.614,98.55467684755932
312,07-03-2017,3.4833,96.38350857775319
313,07-05-2017,3.5763,102.66988200844027
314,07-06-2017,3.587,100.29919190224534
315,07-07-2017,3.669,102.28603289657094
316,07-10-2017,3.8425,104.7288089397656
317,07-11-2017,3.897,101.41834743005856
318,07-12-2017,4.0628,104.25455478573262
319,07-13-2017,4.0157,98.8407009943881
320,07-14-2017,4.1238,102.69193415842817
321,07-17-2017,4.1063,99.57563412386634
322,07-18-2017,4.149,101.0398655724131
323,07-19-2017,4.1275,99.48180284405882
324,07-20-2017,4.1875,101.45366444579042
325,07-21-2017,4.2025,100.35820895522387
326,07-24-2017,4.1538,98.84116597263535
327,07-25-2017,4.1338,99.51851316866482
328,07-26-2017,4.1815,101.15390197880885
329,07-27-2017,4.0435,96.69974889393758
330,07-28-2017,4.1098,101.63966860393224
331,07-31-2017,4.0628,98.85639203854203
332,08-01-2017,4.1123,101.2183715664074
333,08-02-2017,4.1098,99.93920676993409
334,08-03-2017,4.162,101.27013479974694
335,08-04-2017,4.1803,100.43969245555022
336,08-07-2017,4.3087,103.07154988876397
337,08-08-2017,4.2575,98.81170654721842
338,08-09-2017,4.3028,101.0640046975925
339,08-10-2017,4.1185,95.71674258622292
340,08-11-2017,3.899,94.67038970498967
341,08-14-2017,4.21,107.97640420620671
342,08-15-2017,4.1745,99.15676959619952
343,08-16-2017,4.1288,98.90525811474427
344,08-17-2017,4.0368,97.77174966091845
345,08-18-2017,4.0375,100.01734046769717
346,08-21-2017,3.9788,98.54613003095977
347,08-22-2017,4.0638,102.13632250929928
348,08-23-2017,4.145,101.99812982922387
349,08-24-2017,4.1298,99.63329312424611
350,08-25-2017,4.0953,99.16460845561528
351,08-28-2017,4.1243,100.70812883061069
352,08-29-2017,4.1175,99.8351235361152
353,08-30-2017,4.142,100.59502125075896
354,08-31-2017,4.236,102.26943505552872
355,09-01-2017,4.2615,100.60198300283287
356,09-05-2017,4.1478,97.3319253783879
357,09-06-2017,4.1452,99.93731616760691
358,09-07-2017,4.1645,100.46559876483644
359,09-08-2017,4.0922,98.2638972265578
360,09-11-2017,4.225,103.24519818190703
361,09-12-2017,4.2403,100.36213017751481
362,09-13-2017,4.2593,100.44808150366717
363,09-14-2017,4.235,99.42948371798185
364,09-15-2017,4.5028,106.32349468713103
365,09-18-2017,4.6888,104.13076308074976
366,09-19-2017,4.6837,99.89123016550077
367,09-20-2017,4.646,99.1950808121784
368,09-21-2017,4.519,97.26646577701248
369,09-22-2017,4.475,99.02633325957069
370,09-25-2017,4.275,95.53072625698326
371,09-26-2017,4.299,100.56140350877195
372,09-27-2017,4.3933,102.19353337985578
373,09-28-2017,4.392,99.97040948717367
374,09-29-2017,4.4693,101.76001821493624
375,10-02-2017,4.475,100.12753675072159
376,10-03-2017,4.4843,100.2078212290503
377,10-04-2017,4.5217,100.83402091742302
378,10-05-2017,4.5193,99.94692261759958
379,10-06-2017,4.5325,100.29208063195627
380,10-09-2017,4.6347,102.25482625482624
381,10-10-2017,4.7233,101.91166634302114
382,10-11-2017,4.7735,101.0628162513497
383,10-12-2017,4.7758,100.04818267518591
384,10-13-2017,4.8648,101.86356212571714
385,10-16-2017,4.9483,101.71641177437922
386,10-17-2017,4.9438,99.90905967706082
387,10-18-2017,4.9395,99.91302237145514
388,10-19-2017,4.945,100.11134730235855
389,10-20-2017,4.9225,99.54499494438828
390,10-23-2017,4.9155,99.85779583544947
391,10-24-2017,4.967,101.04770623537789
392,10-25-2017,4.8415,97.47332393799074
393,10-26-2017,4.8923,101.04926159248167
394,10-27-2017,5.0465,103.15189174825747
395,10-30-2017,5.096,100.98087783612404
396,10-31-2017,5.1703,101.45800627943484
397,11-01-2017,5.18,100.187610003288
398,11-02-2017,5.1485,99.3918918918919
399,11-03-2017,5.2172,101.3343692337574
400,11-06-2017,5.2408,100.45234991949705
401,11-07-2017,5.3008,101.14486337963669
402,11-08-2017,5.229,98.6454874735889
403,11-09-2017,5.133,98.16408491107286
404,11-10-2017,5.4035,105.26982271576077
405,11-13-2017,5.3158,98.37697788470436
406,11-14-2017,5.3545,100.72801836035967
407,11-15-2017,5.2495,98.03903258941078
408,11-16-2017,5.2903,100.77721687779788
409,11-17-2017,5.284,99.88091412585297
410,11-20-2017,5.352,101.28690386071159
411,11-21-2017,5.4013,100.92115097159939
412,11-22-2017,5.3733,99.48160627996965
413,11-24-2017,5.424,100.94355424041093
414,11-27-2017,5.3535,98.70022123893806
415,11-28-2017,5.2678,98.39917810777995
416,11-29-2017,4.9105,93.21728235696115
417,11-30-2017,5.0178,102.18511353222688
418,12-01-2017,4.942,98.48937781497867
419,12-04-2017,4.6665,94.42533387292595
420,12-05-2017,4.6935,100.57859209257474
421,12-06-2017,4.7315,100.80963033983168
422,12-07-2017,4.7998,101.44351685511997
423,12-08-2017,4.7873,99.73957248218676
424,12-11-2017,4.8665,101.6543772063585
425,12-12-2017,4.771,98.03760402753518
426,12-13-2017,4.6545,97.55816390693775
427,12-14-2017,4.6618,100.15683746911593
428,12-15-2017,4.789,102.72855978377449
429,12-18-2017,4.9475,103.30966798914179
430,12-19-2017,4.9028,99.09651339060132
431,12-20-2017,4.92,100.35081993962633
432,12-21-2017,4.8972,99.53658536585365
433,12-22-2017,4.8818,99.68553459119498
434,12-26-2017,4.936,101.11024622065632
435,12-27-2017,4.9292,99.86223662884926
436,12-28-2017,4.935,100.11766615272255
437,12-29-2017,4.8375,98.0243161094225
438,01-02-2018,4.9838,103.02428940568473
439,01-03-2018,5.3118,106.58132348810145
440,01-04-2018,5.3398,100.52712828043224
441,01-05-2018,5.385,100.84647365069853
442,01-08-2018,5.55,103.06406685236769
443,01-09-2018,5.5485,99.97297297297297
444,01-10-2018,5.592,100.78399567450663
445,01-11-2018,5.602,100.1788268955651
446,01-12-2018,5.5745,99.50910389146732
447,01-16-2018,5.5028,98.71378598977488
448,01-17-2018,5.618,102.09347968307046
449,01-18-2018,5.611,99.875400498398
450,01-19-2018,5.7528,102.52717875601496
451,01-22-2018,5.8422,101.55402586566542
452,01-23-2018,5.9728,102.23545924480504
453,01-24-2018,5.895,98.69742834181622
454,01-25-2018,5.9088,100.23409669211196
455,01-26-2018,6.0833,102.95322231248308
456,01-29-2018,6.1713,101.4465832689494
457,01-30-2018,6.068,98.32612253496022
458,01-31-2018,6.145,101.26895187870797
459,02-01-2018,6.0125,97.84377542717657
460,02-02-2018,5.838,97.0977130977131
461,02-05-2018,5.3425,91.51250428228846
462,02-06-2018,5.6395,105.55919513336451
463,02-07-2018,5.72,101.42743150988562
464,02-08-2018,5.438,95.06993006993007
465,02-09-2018,5.802,106.69363736667891
466,02-12-2018,5.7008,98.25577387107894
467,02-13-2018,5.8158,102.01726073533538
468,02-14-2018,6.0355,103.77764022146565
469,02-15-2018,6.1625,102.10421671775329
470,02-16-2018,6.096,98.920892494929
471,02-20-2018,6.227,102.14895013123359
472,02-21-2018,6.0378,96.96161875702585
473,02-22-2018,6.0538,100.26499718440492
474,02-23-2018,6.1483,101.56100300637615
475,02-26-2018,6.1645,100.26348746808063
476,02-27-2018,6.1515,99.78911509449266
477,02-28-2018,6.05,98.34999593595057
478,03-01-2018,5.8053,95.95537190082645
479,03-02-2018,5.9135,101.86381410090779
480,03-05-2018,5.8913,99.62458780755898
481,03-06-2018,6.054,102.76169945512873
482,03-07-2018,6.046,99.86785596299967
483,03-08-2018,6.0295,99.72709229242473
484,03-09-2018,6.1333,101.7215357824032
485,03-12-2018,6.244,101.80490111359299
486,03-13-2018,6.1928,99.18001281229981
487,03-14-2018,6.2185,100.41499806226585
488,03-15-2018,6.2335,100.24121572726543
489,03-16-2018,6.262,100.45720702655008
490,03-19-2018,6.025,96.21526668795913
491,03-20-2018,6.2395,103.56016597510371
492,03-21-2018,6.214,99.59131340652297
493,03-22-2018,6.0463,97.3012552301255
494,03-23-2018,5.8243,96.32833303011759
495,03-26-2018,6.112,104.93964939992789
496,03-27-2018,5.638,92.24476439790575
497,03-28-2018,5.5338,98.15182688896773
498,03-29-2018,5.7898,104.6261158697459
499,04-02-2018,5.5263,95.4488928805831
500,04-03-2018,5.6338,101.94524365307711
501,04-04-2018,5.656,100.3940501970251
502,04-05-2018,5.5345,97.85183875530412
503,04-06-2018,5.3563,96.78019694642695
504,04-09-2018,5.3853,100.54141851651326
505,04-10-2018,5.6978,105.80283363972296
506,04-11-2018,5.656,99.26638351644493
507,04-12-2018,5.865,103.69519094766619
508,04-13-2018,5.7875,98.6786018755328
509,04-16-2018,5.7873,99.99654427645788
510,04-17-2018,5.9385,102.61261728267068
511,04-18-2018,5.9093,99.50829334006903
512,04-19-2018,5.726,96.89810975919315
513,04-20-2018,5.7178,99.856793573175
514,04-23-2018,5.597,97.88729931092378
515,04-24-2018,5.53,98.80293014114704
516,04-25-2018,5.4165,97.94755877034358
517,04-26-2018,5.6305,103.95089079663988
518,04-27-2018,5.6583,100.49373945475534
519,04-30-2018,5.6225,99.36730113284908
520,05-01-2018,5.6785,100.99599822143175
521,05-02-2018,5.6578,99.63546711279388
522,05-03-2018,5.8248,102.9516773304111
523,05-04-2018,5.9765,102.60438126630957
524,05-07-2018,6.217,104.02409436961433
525,05-08-2018,6.26,100.69165192214895
526,05-09-2018,6.3945,102.1485623003195
527,05-10-2018,6.5033,101.70146219407303
528,05-11-2018,6.3633,97.84724678240278
529,05-14-2018,6.384,100.32530290886805
530,05-15-2018,6.139,96.16228070175438
531,05-16-2018,6.1502,100.18244013683008
532,05-17-2018,6.1928,100.69266040128777
533,05-18-2018,6.1485,99.28465314558844
534,05-21-2018,6.106,99.308774497845
535,05-22-2018,6.0675,99.36947264985261
536,05-23-2018,6.1885,101.99423156159868
537,05-24-2018,6.1923,100.06140421750021
538,05-25-2018,6.232,100.64111880884323
539,05-29-2018,6.2148,99.7240051347882
540,05-30-2018,6.3248,101.7699684623801
541,05-31-2018,6.3048,99.68378446749306
542,06-01-2018,6.4405,102.15232838472275
543,06-04-2018,6.6213,102.80723546308516
544,06-05-2018,6.6268,100.0830652590881
545,06-06-2018,6.6288,100.03018047926602
546,06-07-2018,6.5725,99.15067583876419
547,06-08-2018,6.557,99.76416888550781
548,06-11-2018,6.5155,99.36708860759494
549,06-12-2018,6.5645,100.75205279717596
550,06-13-2018,6.56,99.9314494630208
551,06-14-2018,6.6728,101.71951219512194
552,06-15-2018,6.6315,99.38106941613715
553,06-18-2018,6.6273,99.93666591268943
554,06-19-2018,6.5043,98.14404055950386
555,06-20-2018,6.5578,100.82253278600311
556,06-21-2018,6.4278,98.01762786300284
557,06-22-2018,6.2737,97.602601201033
558,06-25-2018,5.978,95.28667293622584
559,06-26-2018,6.0498,101.20107059217129
560,06-27-2018,5.893,97.40817878276967
561,06-28-2018,6.0215,102.18055319871033
562,06-29-2018,5.9225,98.35589138918876
563,07-02-2018,6.056,102.25411566061628
564,07-03-2018,5.921,97.77080581241744
565,07-05-2018,6.0682,102.48606654281372
566,07-06-2018,6.1833,101.89677334300123
567,07-09-2018,6.2313,100.77628450827227
568,07-10-2018,6.3313,101.60480156628633
569,07-11-2018,6.1883,97.74138012730404
570,07-12-2018,6.2808,101.49475623353747
571,07-13-2018,6.233,99.2389504521717
572,07-16-2018,6.205,99.55077811647682
573,07-17-2018,6.3422,102.21112006446414
574,07-18-2018,6.2925,99.21636025353978
575,07-19-2018,6.3008,100.13190305919744
576,07-20-2018,6.2722,99.54608938547486
577,07-23-2018,6.2353,99.4116896782628
578,07-24-2018,6.2178,99.71933988741522
579,07-25-2018,6.2968,101.2705458522307
580,07-26-2018,6.371,101.17837631812985
581,07-27-2018,6.3005,98.89342332443887
582,07-30-2018,6.1033,96.87008967542258
583,07-31-2018,6.1215,100.29819933478609
584,08-01-2018,6.1618,100.65833537531653
585,08-02-2018,6.2655,101.68294978739978
586,08-03-2018,6.3025,100.59053547202936
587,08-06-2018,6.3508,100.76636255454183
588,08-07-2018,6.4238,101.14946148516724
589,08-08-2018,6.4605,100.5713129300414
590,08-09-2018,6.4115,99.24154477207648
591,08-10-2018,6.3697,99.34804647898308
592,08-13-2018,6.403,100.52278757241314
593,08-14-2018,6.5358,102.07402779946901
594,08-15-2018,6.477,99.1003396676765
595,08-16-2018,6.436,99.36699089084452
596,08-17-2018,6.1205,95.09788688626476
597,08-20-2018,6.196,101.23355934972633
598,08-21-2018,6.333,102.21110393802455
599,08-22-2018,6.5705,103.75019737880942
600,08-23-2018,6.671,101.5295639601248
601,08-24-2018,6.8055,102.01618947684005
602,08-27-2018,6.8975,101.35184777018587
603,08-28-2018,6.8595,99.44907575208408
604,08-29-2018,6.9623,101.49865150521175
605,08-30-2018,6.9453,99.75582781552073
606,08-31-2018,7.017,101.03235281413332
607,09-04-2018,7.0925,101.07595838677497
608,09-05-2018,6.9605,98.13887909763834
609,09-06-2018,6.818,97.95273328065512
610,09-07-2018,6.7965,99.68465825755354
611,09-10-2018,6.8683,101.05642610166998
612,09-11-2018,6.82,99.29676921508963
613,09-12-2018,6.705,98.31378299120234
614,09-13-2018,6.7835,101.17076808351977
615,09-14-2018,6.9108,101.87661236824648
616,09-17-2018,6.8483,99.09561845227759
617,09-18-2018,6.7755,98.93696245783626
618,09-19-2018,6.7995,100.35421740092983
619,09-20-2018,6.657,97.90425766600485
620,09-21-2018,6.5862,98.93645786390266
621,09-24-2018,6.6425,100.85481764902372
622,09-25-2018,6.7103,101.02070003763643
623,09-26-2018,6.673,99.44413811603057
624,09-27-2018,6.685,100.17982916229582
625,09-28-2018,7.0255,105.09349289454002
626,10-01-2018,7.234,102.96776030175788
627,10-02-2018,7.162,99.00470002764722
628,10-03-2018,7.1683,100.08796425579447
629,10-04-2018,6.9823,97.40524252612195
630,10-05-2018,6.7465,96.62288930581613
631,10-08-2018,6.6442,98.48365819313717
632,10-09-2018,6.6385,99.91421089070165
633,10-10-2018,6.1423,92.5254198990736
634,10-11-2018,5.8783,95.70193575696402
635,10-12-2018,6.1635,104.85174285082421
636,10-15-2018,5.8845,95.47335118033585
637,10-16-2018,6.1458,104.44047922508287
638,10-17-2018,6.0765,98.872400663868
639,10-18-2018,5.9883,98.54850654159466
640,10-19-2018,5.7293,95.67489938713825
641,10-22-2018,5.7805,100.89365192955509
