datetime,open,high,low,close,volume,,,,,
10/23/2022,28.01,29.44,27.73,29.28,2150824,,,,,
10/24/2022,29.28,29.5,28.16,28.3,2525864.52,,,,,
10/25/2022,28.31,32.31,28.05,30.86,4389638.87,,,,,
10/26/2022,30.87,32.17,30.63,31.29,3909684.74,,,,,
10/27/2022,31.29,32.36,30.41,30.58,3608322.35,,,,,
10/28/2022,30.6,32.54,30.11,32.07,3017472.57,,,,,
10/29/2022,32.06,33.84,31.85,32.87,3316674.09,,,,,
10/30/2022,32.87,33.54,31.93,32.94,1962511.76,,,,,
10/31/2022,32.93,34.39,32.2,32.56,3082485.07,,,,,
11/1/2022,32.57,33.39,32.15,32.2,2015730.52,,,,,
11/2/2022,32.2,32.95,30.24,30.8,3423829.13,,,,,
11/3/2022,30.81,32.25,30.61,30.85,2302866.46,,,,,
11/4/2022,30.86,34.2,30.66,33.74,4106770.6,,,,,
11/5/2022,33.73,38.79,33.66,36.9,7466083.52,,,,,
11/6/2022,36.9,37.06,32.31,32.62,4722074.05,,,,,
11/7/2022,32.61,33.13,28,29.62,9810937.64,,,,,
11/8/2022,29.62,31.72,19.8,24.38,28156844.02,,,,,
11/9/2022,24.38,24.38,12.37,14.08,34965021.08,,,,,
11/10/2022,14.08,18.87,13.14,17.66,31278279.25,,,,,
11/11/2022,17.65,18.31,15.1,16.45,16952323.15,,,,,
11/12/2022,16.46,16.53,14.47,14.58,6958266.14,,,,,
11/13/2022,14.58,14.74,13.02,13.18,7632404.82,,,,,
11/14/2022,13.18,15.01,12.07,14,12412181.95,,,,,
11/15/2022,14,15.1,13.82,14.32,7666656.34,,,,,
11/16/2022,14.32,14.64,13.64,14.27,4117412.48,,,,,
11/17/2022,14.27,14.5,12.93,13.65,6589277.99,,,,,
11/18/2022,13.65,13.89,13,13.27,2949495.18,,,,,
11/19/2022,13.28,13.28,12.58,12.84,2920148.22,,,,,
11/20/2022,12.84,13.58,12.1,12.27,4790066.03,,,,,
11/21/2022,12.26,12.29,11.27,11.83,4921177.259,,,,,
11/22/2022,11.83,12.5,10.94,12.44,5495351.55,,,,,
11/23/2022,12.43,14.5,12.4,14.36,7872882.42,,,,,
11/24/2022,14.36,14.96,13.84,14.59,4725295.69,,,,,
11/25/2022,14.6,14.61,13.91,14.03,2819515.28,,,,,
11/26/2022,14.03,14.98,13.97,14.17,2911827.78,,,,,
11/27/2022,14.17,14.45,14.05,14.12,2063327.08,,,,,
11/28/2022,14.11,14.17,12.78,13.32,4718682.44,,,,,
11/29/2022,13.33,13.96,13.14,13.34,2605636.41,,,,,
11/30/2022,13.35,14.32,13.21,14.16,3599962.88,,,,,
12/1/2022,14.17,14.19,13.4,13.51,2567835.92,,,,,
12/2/2022,13.51,13.84,13.33,13.71,2865008.71,,,,,
12/3/2022,13.71,13.77,13.2,13.29,1958859.38,,,,,
12/4/2022,13.29,13.75,13.27,13.71,1778118.75,,,,,
12/5/2022,13.71,14.17,13.58,13.82,3962489.89,,,,,
12/6/2022,13.82,14.38,13.81,14.3,3280084.71,,,,,
12/7/2022,14.3,14.34,13.39,13.49,2647330.66,,,,,
12/8/2022,13.49,13.77,13.27,13.69,2218371.02,,,,,
12/9/2022,13.69,14.02,13.51,13.59,2597941.96,,,,,
12/10/2022,13.58,13.73,13.54,13.58,950118.11,,,,,
12/11/2022,13.58,13.8,13.39,13.42,1210234.56,,,,,
12/12/2022,13.42,13.5,12.82,13.31,2644017.08,,,,,
12/13/2022,13.31,14.15,12.76,13.89,3963954.49,,,,,
12/14/2022,13.9,14.96,13.81,14.12,5084591.13,,,,,
12/15/2022,14.12,14.52,13.86,14.04,2711381.25,,,,,
12/16/2022,14.05,14.17,12,12.25,4522833.23,,,,,
12/17/2022,12.25,12.6,11.92,12.51,2465880.45,,,,,
12/18/2022,12.5,12.6,12.25,12.38,1358593.49,,,,,
12/19/2022,12.38,12.59,11.66,11.94,2385052.59,,,,,
12/20/2022,11.94,12.49,11.84,12.26,1699256.37,,,,,
12/21/2022,12.26,12.29,11.9,12.14,1549774.66,,,,,
12/22/2022,12.14,12.19,11.67,11.82,1805407.09,,,,,
12/23/2022,11.81,12.11,11.72,11.78,1647382.32,,,,,
12/24/2022,11.79,11.79,11.07,11.45,2286878.14,,,,,
12/25/2022,11.45,11.56,11.24,11.38,916417.64,,,,,
12/26/2022,11.39,11.49,11.06,11.32,1613225.82,,,,,
12/27/2022,11.33,11.44,10.71,11.09,3052197.59,,,,,
12/28/2022,11.1,11.12,9.39,9.76,7362205.181,,,,,
12/29/2022,9.76,10.89,8,9.64,12093989.53,,,,,
12/30/2022,9.64,10.26,9,9.9,12587079.51,,,,,
12/31/2022,9.91,10.2,9.66,9.97,3621434.65,,,,,
1/1/2023,9.97,10.09,9.69,9.99,2287512.63,,,,,
1/2/2023,9.99,12,9.81,11.28,7628264.93,,,,,
1/3/2023,11.28,13.91,11,13.37,14986491.36,,,,,
1/4/2023,13.37,14.24,12.83,13.43,12612735.49,,,,,
1/5/2023,13.43,13.89,12.95,13.43,5834353.76,,,,,
1/6/2023,13.43,13.6,12.69,13.5,5404648.48,,,,,
1/7/2023,13.51,13.51,13.01,13.1,1904950.91,,,,,
1/8/2023,13.1,14.89,12.85,14.45,6295596.12,,,,,
1/9/2023,14.46,17.5,14.28,16.25,19481959.57,,,,,
1/10/2023,16.25,16.73,15.57,16.2,8489417.77,,,,,
1/11/2023,16.2,16.67,15.28,16.36,6661616.67,,,,,
1/12/2023,16.37,17,15.54,16.59,9608670.96,,,,,
1/13/2023,16.59,18.65,16.29,18.29,10929884.4,,,,,
1/14/2023,18.29,24.75,18.2,24.24,25997232.06,,,,,
1/15/2023,24.23,25,21.98,22.89,11258028.55,,,,,
1/16/2023,22.9,25,22.3,23.58,10043368.28,,,,,
1/17/2023,23.58,23.95,22.7,22.86,6056942.68,,,,,
1/18/2023,22.86,23.65,20.34,20.79,11341710.32,,,,,
1/19/2023,20.78,21.88,20.41,21.4,6113345.07,,,,,
1/20/2023,21.4,25.82,20.93,25.51,9652433.39,,,,,
1/21/2023,25.51,26.6,24.24,24.57,12782858.69,,,,,
1/22/2023,24.56,25.45,23.5,24.21,6496779.26,,,,,
1/23/2023,24.21,24.93,23.7,24.33,6100483.98,,,,,
1/24/2023,24.32,25.24,22.25,22.78,6121565.88,,,,,
1/25/2023,22.77,25.43,22.24,24.52,8332368.29,,,,,
1/26/2023,24.53,25.23,23.73,24.33,5450404.1,,,,,
1/27/2023,24.33,24.96,23.27,24.43,4729055.76,,,,,
1/28/2023,24.43,25.24,23.7,24,3377884.1,,,,,
1/29/2023,24,26.8,23.73,26.07,7785906.2,,,,,
1/30/2023,26.07,26.31,23.11,23.96,7532450.12,,,,,
1/31/2023,23.97,24.47,23.49,23.92,4062387.09,,,,,
2/1/2023,23.93,25.22,22.48,25,7304888.31,,,,,
2/2/2023,25,26.15,24.05,24.32,7246590.58,,,,,
2/3/2023,24.32,25.07,24.01,24.69,4759274.31,,,,,
2/4/2023,24.69,24.95,24.17,24.34,2034159.41,,,,,
2/5/2023,24.34,24.46,23.02,23.47,4822304.59,,,,,
2/6/2023,23.46,23.72,22.45,22.66,3592829.38,,,,,
2/7/2023,22.65,23.96,22.54,23.82,4900023.85,,,,,
2/8/2023,23.82,24.24,22.8,23.22,3970029.14,,,,,
2/9/2023,23.21,23.35,20,20.48,6398790.64,,,,,
2/10/2023,20.48,21.2,19.68,20.11,5523024.53,,,,,
2/11/2023,20.1,20.92,20.1,20.81,1859852.98,,,,,
2/12/2023,20.81,22.59,20.62,21.49,4625241.81,,,,,
2/13/2023,21.49,21.61,19.73,20.77,6685330.04,,,,,
2/14/2023,20.77,22.37,20.66,21.84,7639521.83,,,,,
2/15/2023,21.84,23.99,21.45,23.86,5587903.97,,,,,
2/16/2023,23.86,24.2,22.2,22.24,6832612.63,,,,,
2/17/2023,22.24,23.54,21.99,23.14,4539817.75,,,,,
2/18/2023,23.14,23.94,22.92,23.45,2647511,,,,,
2/19/2023,23.46,25.64,23.2,24.84,8316165.25,,,,,
2/20/2023,24.83,27.12,24.11,26.26,10266239.07,,,,,
2/21/2023,26.26,26.61,24.5,24.98,6724448.02,,,,,
2/22/2023,24.98,25.24,23.21,24.16,7174305.66,,,,,
2/23/2023,24.16,24.69,23.6,23.91,4390966.09,,,,,
2/24/2023,23.91,24.13,22.46,23.07,4868888.31,,,,,
2/25/2023,23.07,23.33,21.41,22.37,4541250.05,,,,,
2/26/2023,22.37,23.53,22.21,23.25,2817875.05,,,,,
2/27/2023,23.25,23.41,22.32,22.68,3670697.58,,,,,
2/28/2023,22.68,22.75,21.75,21.89,2291715.21,,,,,
3/1/2023,21.88,22.91,21.65,22.51,2445602.61,,,,,
3/2/2023,22.5,22.65,21.67,22,2231193.36,,,,,
3/3/2023,22,22.02,20.34,21.42,3635280.89,,,,,
3/4/2023,21.42,21.62,20.2,20.98,1754082.61,,,,,
3/5/2023,20.98,21.72,20.84,20.97,1733301.96,,,,,
3/6/2023,20.98,21.19,20.47,20.63,2216419.88,,,,,
3/7/2023,20.62,20.95,19.71,20.25,3104831.99,,,,,
3/8/2023,20.25,20.39,18.1,18.41,5826803.53,,,,,
3/9/2023,18.41,18.78,16.69,17.33,7832548.96,,,,,
3/10/2023,17.34,18.36,16,18.17,9520202.65,,,,,
3/11/2023,18.17,18.89,16.94,18.07,6593106.41,,,,,
3/12/2023,18.07,20.53,17.71,20.2,6555846.63,,,,,
3/13/2023,20.19,21.47,18.87,20.4,10652102.31,,,,,
3/14/2023,20.4,22.12,19.75,20.86,9812864.39,,,,,
3/15/2023,20.86,21.46,18.7,19.24,7661168.72,,,,,
3/16/2023,19.25,19.9,18.88,19.67,4381882.68,,,,,
3/17/2023,19.67,21.69,19.42,21.6,5853746.15,,,,,
3/18/2023,21.6,22.94,21.05,21.2,7417972.25,,,,,
3/19/2023,21.2,22.43,21.19,21.86,4290990.03,,,,,
3/20/2023,21.86,23.91,21.35,22.13,10056429.13,,,,,
3/21/2023,22.13,23.33,21.51,22.53,6547867.38,,,,,
3/22/2023,22.52,23.09,20.93,21.42,8602292.98,,,,,
3/23/2023,21.41,22.95,21.08,22.16,5049411.36,,,,,
3/24/2023,22.16,22.27,20.26,20.66,4995998.21,,,,,
3/25/2023,20.66,20.98,20.09,20.41,2338133.56,,,,,
3/26/2023,20.4,21.14,20.29,20.94,1848599.09,,,,,
3/27/2023,20.94,20.99,19.33,19.91,3556384.38,,,,,
3/28/2023,19.91,20.88,19.6,20.45,3316462.41,,,,,
3/29/2023,20.45,21.56,20.43,21.1,3377523.28,,,,,
3/30/2023,21.1,21.67,20.16,20.55,4349577.78,,,,,
3/31/2023,20.55,21.49,20.04,21.16,3228391.27,,,,,
4/1/2023,21.15,21.34,20.74,21.08,1824463.55,,,,,
4/2/2023,21.07,21.3,20.23,20.52,1822345.58,,,,,
4/3/2023,20.52,20.99,19.94,20.45,3984085.57,,,,,
4/4/2023,20.45,21.26,20.28,20.92,2514863.89,,,,,
4/5/2023,20.91,21.34,20.58,20.97,2603072.26,,,,,
4/6/2023,20.96,20.99,20.43,20.62,1674280.5,,,,,
4/7/2023,20.62,20.78,20.22,20.44,1220862.47,,,,,
4/8/2023,20.44,20.74,19.85,20.04,1608993.48,,,,,
4/9/2023,20.04,20.44,19.87,20.28,1051608.84,,,,,
4/10/2023,20.29,20.95,20.08,20.89,1615129.64,,,,,
4/11/2023,20.89,23.68,20.82,22.98,8297859.99,,,,,
4/12/2023,22.99,24.48,22.29,23.8,10374263.08,,,,,
4/13/2023,23.81,25.3,23.63,24.43,6063385.78,,,,,
4/14/2023,24.43,25.49,23.73,24.71,6432126.81,,,,,
4/15/2023,24.72,24.8,23.81,24.05,2861426.92,,,,,
4/16/2023,24.05,25.49,23.81,25.34,3471417.67,,,,,
4/17/2023,25.34,26,24.28,24.58,5631537.5,,,,,
4/18/2023,24.57,25.44,24,24.82,3477504.6,,,,,
4/19/2023,24.82,24.98,21.71,22.66,6650547.99,,,,,
4/20/2023,22.66,23.18,21.59,22.2,5486212.56,,,,,
4/21/2023,22.19,22.41,21,21.25,4194496.37,,,,,
4/22/2023,21.26,21.99,21.05,21.79,1831214.09,,,,,
4/23/2023,21.79,22.25,20.91,21.47,2754139.65,,,,,
4/24/2023,21.47,22.02,21,21.38,3120614.16,,,,,
4/25/2023,21.39,21.97,20.73,21.93,3314599.54,,,,,
4/26/2023,21.94,22.97,20.36,21.28,6657868.13,,,,,
4/27/2023,21.28,22.52,21.18,22.33,4703115.03,,,,,
4/28/2023,22.34,23.5,22.16,23.34,4422324.38,,,,,
4/29/2023,23.34,23.89,22.9,23.19,3194699.55,,,,,
4/30/2023,23.18,23.99,22.69,22.74,3110943.4,,,,,
5/1/2023,22.73,22.88,21.54,21.96,3758634.21,,,,,
5/2/2023,21.95,22.38,21.75,22.25,2566813.09,,,,,
5/3/2023,22.25,22.3,21.23,22.24,4181975.28,,,,,
5/4/2023,22.24,22.49,21.61,21.74,2529635.56,,,,,
5/5/2023,21.74,23.07,21.56,22.82,3636404.07,,,,,
5/6/2023,22.82,23.23,21.56,21.91,2849745.66,,,,,
5/7/2023,21.91,22.78,21.63,21.66,2954384.97,,,,,
5/8/2023,21.65,21.81,20,20.62,5254424.55,,,,,
5/9/2023,20.63,21,20.4,20.65,2375473.6,,,,,
5/10/2023,20.66,21.31,19.74,20.91,5057170.3,,,,,
5/11/2023,20.92,20.93,19.69,20.17,3721715.1,,,,,
5/12/2023,20.17,20.95,19.8,20.9,3076452.18,,,,,
5/13/2023,20.91,21.29,20.77,20.84,1835421.61,,,,,
5/14/2023,20.83,21.28,20.62,20.93,1553375.08,,,,,
5/15/2023,20.93,21.52,20.6,20.99,2858317.83,,,,,
5/16/2023,20.98,21.13,20.43,20.67,2722401.44,,,,,
5/17/2023,20.68,21.23,20.42,21.06,2614414.01,,,,,
5/18/2023,21.06,21.09,20.07,20.34,2624370.52,,,,,
5/19/2023,20.35,20.59,20.21,20.36,1214543.49,,,,,
5/20/2023,20.35,20.37,20.08,20.28,856718.98,,,,,
5/21/2023,20.28,20.39,19.33,19.61,1976334.78,,,,,
5/22/2023,19.61,20.03,19.28,19.53,2054927.32,,,,,
5/23/2023,19.52,20.18,19.42,20.02,2466255.33,,,,,
5/24/2023,20.02,20.07,18.66,19.22,2780601.57,,,,,
5/25/2023,19.22,19.58,18.77,19.25,1692742.89,,,,,
5/26/2023,19.25,19.56,19.08,19.35,1034272.52,,,,,
5/27/2023,19.35,20.54,19.33,20.43,1565995.03,,,,,
5/28/2023,20.42,21.19,20.29,20.81,2874459.57,,,,,
5/29/2023,20.81,20.98,20.26,20.57,2222352.38,,,,,
5/30/2023,20.57,21.4,20.46,21.25,3192653.91,,,,,
5/31/2023,21.25,21.33,20.37,20.81,2050625.96,,,,,
6/1/2023,20.82,20.98,20.41,20.49,1732297.47,,,,,
6/2/2023,20.49,21.37,20.3,21.26,2068166.11,,,,,
6/3/2023,21.26,21.35,20.95,21.19,1130915.88,,,,,
6/4/2023,21.19,22.3,21.03,21.82,2800007.16,,,,,
6/5/2023,21.83,22.06,19.03,20,6215040.24,,,,,
6/6/2023,20.01,20.7,19.23,20.38,4383534.14,,,,,
6/7/2023,20.38,20.53,18.5,18.64,3842270.95,,,,,
6/8/2023,18.64,19.11,18.23,18.89,2669714.01,,,,,
6/9/2023,18.88,19.37,17.11,17.4,4755455.49,,,,,
6/10/2023,17.4,17.43,12.8,15.61,17211734.83,,,,,
6/11/2023,15.61,16.18,15.11,15.55,6064017.28,,,,,
6/12/2023,15.55,15.69,14.74,15.19,5195357.99,,,,,
6/13/2023,15.19,16,14.76,15.04,4814274.27,,,,,
6/14/2023,15.03,15.37,14.06,14.48,3978891.53,,,,,
6/15/2023,14.49,15.08,14.18,14.77,4700648.85,,,,,
6/16/2023,14.78,15.47,14.38,15.31,2809890.09,,,,,
6/17/2023,15.32,16.12,15.16,15.64,2500321.4,,,,,
6/18/2023,15.65,15.84,15.28,15.45,1603688.44,,,,,
6/19/2023,15.45,16.14,15.34,16.1,1890318.27,,,,,
6/20/2023,16.1,16.69,15.73,16.64,3005581.72,,,,,
6/21/2023,16.65,17.4,16.54,17.23,4146918.99,,,,,
6/22/2023,17.23,17.75,16.57,16.62,3547312.43,,,,,
6/23/2023,16.62,17.53,16.16,17.13,4851596.52,,,,,
6/24/2023,17.14,17.53,16.37,16.64,2908701.89,,,,,
6/25/2023,16.64,17.38,16.57,16.96,2723041.25,,,,,
6/26/2023,16.96,17.12,15.89,16.27,3056592.4,,,,,
6/27/2023,16.27,16.93,16.13,16.63,2951107.45,,,,,
6/28/2023,16.63,16.65,15.6,15.97,4040252.29,,,,,
6/29/2023,15.98,18.28,15.87,17.99,7948251.73,,,,,
6/30/2023,18,20.03,17.01,18.86,11454016.49,,,,,
7/1/2023,18.85,19,17.9,18.7,3515091.93,,,,,
7/2/2023,18.7,19.74,18.53,19.45,4872775.08,,,,,
7/3/2023,19.46,19.66,18.87,19.26,3065186.84,,,,,
7/4/2023,19.25,19.94,19.06,19.13,3096292.18,,,,,
7/5/2023,19.14,19.53,18.32,19,2415908.51,,,,,
7/6/2023,18.99,21,18.82,19.61,9598016.99,,,,,
7/7/2023,19.61,21.9,19.26,21.5,9794096.48,,,,,
7/8/2023,21.51,22.5,21.32,21.81,6473021.26,,,,,
7/9/2023,21.82,22.38,20.99,21.32,3867361.76,,,,,
7/10/2023,21.32,21.81,20.47,21.3,5671089.94,,,,,
7/11/2023,21.3,22.37,21.2,22.07,4616810.71,,,,,
7/12/2023,22.06,22.8,21.74,21.94,6086113.95,,,,,
7/13/2023,21.93,26.82,21.42,26.01,16102139.02,,,,,
7/14/2023,26.01,32.13,25.23,26.67,19571913.81,,,,,
7/15/2023,26.67,29.12,26.45,27.46,11042658.65,,,,,
7/16/2023,27.47,28.7,26.46,27.42,6708916.61,,,,,
7/17/2023,27.41,28.49,25.55,26.8,8662837.64,,,,,
7/18/2023,26.8,27.09,24.76,25.54,6327315.88,,,,,
7/19/2023,25.54,26.99,25.35,26.31,4966905.24,,,,,
7/20/2023,26.31,27.38,25.03,25.38,4977278.58,,,,,
7/21/2023,25.38,26,25.06,25.5,3295444.38,,,,,
7/22/2023,25.51,25.97,24,24.52,2382898.21,,,,,
7/23/2023,24.52,25.26,24.15,24.76,2341589.79,,,,,
7/24/2023,24.76,24.83,22.89,23.37,4042066.22,,,,,
7/25/2023,23.36,23.6,22.73,23.27,2522195.44,,,,,
7/26/2023,23.28,25.68,23.17,25.17,6033716.58,,,,,
7/27/2023,25.18,25.65,24.66,25.1,4207657.06,,,,,
7/28/2023,25.1,25.56,24.54,24.82,2736684.18,,,,,
7/29/2023,24.82,25.39,24.75,25.17,1768964.07,,,,,
7/30/2023,25.17,25.21,23.47,24.25,2774658.63,,,,,
7/31/2023,24.25,24.79,23.52,23.73,3167365.08,,,,,
8/1/2023,23.72,24.07,22.84,24.05,3598080.21,,,,,
8/2/2023,24.06,24.29,22.82,23.15,3308680.67,,,,,
8/3/2023,23.14,23.38,22.44,22.65,2981853.02,,,,,
8/4/2023,22.65,23.57,22.48,22.8,3225053.92,,,,,
8/5/2023,22.8,22.94,22.23,22.65,1781301.39,,,,,
8/6/2023,22.66,23.48,22.58,23.2,2662470.7,,,,,
8/7/2023,23.2,23.67,22.27,23.12,3303008.9,,,,,
8/8/2023,23.11,24.79,23.02,24.22,4652753.86,,,,,
8/9/2023,24.22,24.99,24.1,24.38,3857674.95,,,,,
8/10/2023,24.39,24.89,24.13,24.62,2556841.66,,,,,
8/11/2023,24.63,24.93,24.34,24.62,2415119.74,,,,,
8/12/2023,24.63,25.24,24.4,24.91,1814019.36,,,,,
8/13/2023,24.91,24.95,24.21,24.23,2013530.94,,,,,
8/14/2023,24.22,25.3,24.06,25.18,2935003.9,,,,,
8/15/2023,25.19,25.42,23.74,23.9,3856498.57,,,,,
8/16/2023,23.91,24.03,22.36,22.82,4333224.4,,,,,
8/17/2023,22.82,23.43,20,21.66,6294552.09,,,,,
8/18/2023,21.67,22.2,20.9,21.34,3890112.81,,,,,
8/19/2023,21.34,22.18,21.29,21.9,1694233.32,,,,,
8/20/2023,21.89,22.04,21.57,21.77,1053613.37,,,,,
8/21/2023,21.78,21.79,20.3,21.2,2646392.48,,,,,
8/22/2023,21.2,21.26,19.35,20.59,3635900.71,,,,,
8/23/2023,20.59,21.82,20.33,21.74,3704350.5,,,,,
8/24/2023,21.74,22.02,20.67,21.06,2719332.54,,,,,
8/25/2023,21.05,21.06,20.09,20.42,2321828.3,,,,,
8/26/2023,20.42,20.44,20.19,20.29,743690.27,,,,,
8/27/2023,20.28,20.92,20.24,20.79,1103526.81,,,,,
8/28/2023,20.79,20.8,20.03,20.56,1622343.78,,,,,
8/29/2023,20.57,22.05,20.12,21.79,5271801.95,,,,,
8/30/2023,21.79,21.99,20.6,20.82,2462706.77,,,,,
8/31/2023,20.82,21.07,19.43,19.74,3342646.88,,,,,
9/1/2023,19.74,19.93,19.02,19.33,2517375.38,,,,,
9/2/2023,19.33,19.69,19.13,19.5,1419243.59,,,,,
9/3/2023,19.5,19.67,19.23,19.57,1032117.62,,,,,
9/4/2023,19.57,20.05,19.15,19.52,2206040.45,,,,,
9/5/2023,19.52,20.6,19.03,20.26,4197171.75,,,,,
9/6/2023,20.26,20.39,19.14,19.64,3429947.48,,,,,
9/7/2023,19.63,20,19.32,19.92,2375627.15,,,,,
9/8/2023,19.92,20.28,19.37,19.61,1972054.86,,,,,
9/9/2023,19.6,19.61,19.38,19.44,646379.52,,,,,
9/10/2023,19.43,19.44,17.78,18.24,5630975.71,,,,,
9/11/2023,18.23,18.46,17.33,17.72,4755172.77,,,,,
9/12/2023,17.72,18.8,17.57,17.92,4818249.11,,,,,
9/13/2023,17.91,18.56,17.69,18.4,4063710.36,,,,,
9/14/2023,18.4,19.33,18.38,18.85,4397747.38,,,,,
9/15/2023,18.85,19.5,18.55,19.14,2087888.26,,,,,
9/16/2023,19.15,19.46,18.86,19.12,1416418.73,,,,,
9/17/2023,19.12,19.14,18.63,18.81,1073239.72,,,,,
9/18/2023,18.81,20.15,18.58,19.64,3731851.86,,,,,
9/19/2023,19.65,20.42,19.58,20.03,3110481.29,,,,,
9/20/2023,20.02,20.54,19.8,20.29,2588399.2,,,,,
9/21/2023,20.29,20.29,19.29,19.46,2959370.24,,,,,
9/22/2023,19.45,19.81,19.15,19.43,1857771.33,,,,,
9/23/2023,19.42,19.57,19.29,19.49,897913,,,,,
9/24/2023,19.48,19.68,19.2,19.36,1091026.97,,,,,
9/25/2023,19.36,19.74,19.07,19.39,1702995.14,,,,,
9/26/2023,19.39,19.53,18.84,19.03,1977195.6,,,,,
9/27/2023,19.03,19.48,18.73,19.14,2446438.2,,,,,
9/28/2023,19.13,19.98,19.1,19.96,2804835.46,,,,,
9/29/2023,19.97,20.46,19.85,20.28,2724984.42,,,,,
9/30/2023,20.28,21.81,20.07,21.37,3565357.52,,,,,
10/1/2023,21.37,24.5,21.13,23.87,6416328.5,,,,,
10/2/2023,23.88,24.8,22.9,23.37,6313085.51,,,,,
10/3/2023,23.38,24.77,23.21,23.6,5894722.26,,,,,
10/4/2023,23.61,23.86,22.58,23.13,3945261.33,,,,,
10/5/2023,23.13,23.76,22.53,22.7,3287722.78,,,,,
10/6/2023,22.7,23.76,22.66,23.41,4366362.12,,,,,
10/7/2023,23.41,24.21,23.08,23.3,2949841.72,,,,,
10/8/2023,23.29,23.64,23.06,23.22,1934466.13,,,,,
10/9/2023,23.21,23.37,21.59,22.1,4186290.48,,,,,
10/10/2023,22.09,22.48,21.69,22.11,2334716.24,,,,,
10/11/2023,22.11,22.43,21.62,22.01,2734211.94,,,,,
10/12/2023,22.01,22.05,20.93,21.28,2921129.02,,,,,
10/13/2023,21.29,22.23,21.11,21.84,2403623.09,,,,,
10/14/2023,21.85,22.31,21.8,22,1303774.54,,,,,
10/15/2023,22,22.17,21.66,21.93,1455965.78,,,,,
10/16/2023,21.93,24.75,21.89,23.95,6973642.82,,,,,
10/17/2023,23.95,24.56,23.46,23.93,4456015.31,,,,,
10/18/2023,23.94,24.43,23.36,23.42,2982409.96,,,,,
10/19/2023,23.41,25.77,23.11,24.93,5889168.99,,,,,
10/20/2023,24.92,27.5,24.73,27.03,7266627.01,,,,,
10/21/2023,27.02,30.31,26.65,29.32,9576358.72,,,,,
10/22/2023,29.33,30.01,28.09,29.05,5567480.03,,,,,
10/23/2023,29.06,32.81,28.74,31.88,12178546.11,,,,,
10/24/2023,31.88,32.61,29.5,30.17,11152278.09,,,,,
10/25/2023,30.18,33.9,30,32.44,10582632.89,,,,,
10/26/2023,32.43,33.28,30.73,32.77,6940180.71,,,,,
10/27/2023,32.78,33.35,31.2,31.73,6273331.35,,,,,
10/28/2023,31.73,32.51,31.35,31.63,2594478.41,,,,,
10/29/2023,31.62,33.19,31.27,32.83,3483834.9,,,,,
10/30/2023,32.83,35.35,32.28,34.94,7627255.13,,,,,
10/31/2023,34.94,38.62,34.82,38.4,9267665.69,,,,,
11/1/2023,38.41,46.9,37.81,41.15,19486359.98,,,,,
11/2/2023,41.16,44.57,38.65,40.23,14743830.91,,,,,
11/3/2023,40.24,40.26,37.98,39.45,10290073.48,,,,,
11/4/2023,39.45,42.72,39,42.41,7452581.71,,,,,
11/5/2023,42.41,42.85,40.1,41.15,4117962.39,,,,,
11/6/2023,41.16,42.2,39.66,42.16,4866558.59,,,,,
11/7/2023,42.16,44.78,40.08,42.93,8826660.47,,,,,
11/8/2023,42.93,43.88,42.25,43.13,4580371.01,,,,,
11/9/2023,43.12,48.88,41.36,45.29,12546941.33,,,,,
11/10/2023,45.3,57.54,45.05,56.67,14708555.35,,,,,
11/11/2023,56.67,63.95,53.55,56.34,13790858.3,,,,,
11/12/2023,56.36,61.86,54.5,56.28,10246085.39,,,,,
11/13/2023,56.27,59.86,51.28,51.6,11066863.24,,,,,
11/14/2023,51.6,57.99,51.12,56.81,12213778.24,,,,,
11/15/2023,56.81,67.12,56.15,65.43,12800109.28,,,,,
11/16/2023,65.43,68.2,56.31,57.8,13868327.04,,,,,
11/17/2023,57.81,60.57,54.1,58.51,11968303.78,,,,,
11/18/2023,58.52,59.37,54.7,58.56,7374946.5,,,,,
11/19/2023,58.56,62.1,56.61,61.1,7009650.09,,,,,
11/20/2023,61.1,61.33,56,56.57,7127562.28,,,,,
11/21/2023,56.57,57.4,51.23,51.65,10741088.9,,,,,
11/22/2023,51.65,58.94,51.43,57.56,7891464.65,,,,,
11/23/2023,57.55,59.63,56.14,56.51,4925635.15,,,,,
11/24/2023,56.52,58.79,56.2,56.86,3905651.92,,,,,
11/25/2023,56.86,59.82,55.7,58.82,4095129.28,,,,,
11/26/2023,58.81,59.04,56.12,57.57,3097837.47,,,,,
11/27/2023,57.57,58.09,53.47,55.06,4618869.6,,,,,
11/28/2023,55.06,58.65,53.94,58.18,5642915.95,,,,,
11/29/2023,58.18,61.78,57.72,59.31,7574392.84,,,,,
11/30/2023,59.31,61.7,58.75,59.3,4597104.01,,,,,
12/1/2023,59.3,61.9,58.6,59.75,5422494.06,,,,,
12/2/2023,59.74,63.9,59.67,63.66,4898503.76,,,,,
12/3/2023,63.66,65.53,62.22,62.98,4675198.65,,,,,
12/4/2023,62.99,65.25,59.75,61.64,7696216.19,,,,,
12/5/2023,61.63,62.6,59.11,61.03,6032438.26,,,,,
12/6/2023,61.04,66.68,61.03,61.85,11121135.68,,,,,
12/7/2023,61.85,69.37,61.64,67.74,10648583.32,,,,,
12/8/2023,67.74,75.3,67.74,74.94,11314830.35,,,,,
12/9/2023,74.93,77.78,71.5,72.3,8809964.3,,,,,
