,Date,TSLA Price,TSLA Percent Change Rate
759,04-12-2019,17.8467,99.73176415363207
760,04-15-2019,17.7587,99.50691164192821
761,04-16-2019,18.224,102.62012422080444
762,04-17-2019,18.082,99.2208077260755
763,04-18-2019,18.2173,100.74825793606902
764,04-22-2019,17.5167,96.15420506880822
765,04-23-2019,17.5933,100.43729697945389
766,04-24-2019,17.244,98.01458509773607
767,04-25-2019,16.5087,95.73590814196244
768,04-26-2019,15.676,94.95599290071294
769,04-29-2019,16.098,102.692013268691
770,04-30-2019,15.9127,98.84892533233942
771,05-01-2019,15.6007,98.03930194121678
772,05-02-2019,16.2733,104.31134500374984
773,05-03-2019,17.002,104.47788709112473
774,05-06-2019,17.0227,100.12175038230797
775,05-07-2019,16.4707,96.75727117319815
776,05-08-2019,16.3227,99.10143466883618
777,05-09-2019,16.132,98.8316883848873
778,05-10-2019,15.968,98.98338705678155
779,05-13-2019,15.134,94.77705410821643
780,05-14-2019,15.4873,102.33447865732785
781,05-15-2019,15.4633,99.84503431844158
782,05-16-2019,15.222,98.43953101860534
783,05-17-2019,14.0687,92.42346603600052
784,05-20-2019,13.6907,97.31318458706207
785,05-21-2019,13.672,99.86341092858657
786,05-22-2019,12.8487,93.97820362785254
787,05-23-2019,13.0327,101.4320514915906
788,05-24-2019,12.7087,97.51394569045556
789,05-28-2019,12.58,98.98730790718169
790,05-29-2019,12.6573,100.61446740858504
791,05-30-2019,12.548,99.13646670300935
792,05-31-2019,12.344,98.37424290723621
793,06-03-2019,11.9313,96.65667530784188
794,06-04-2019,12.9067,108.17513598685811
795,06-05-2019,13.106,101.54415923512595
796,06-06-2019,13.73,104.76117808637267
797,06-07-2019,13.6333,99.29570284049525
798,06-10-2019,14.192,104.09805402947197
799,06-11-2019,14.4733,101.98210259301015
800,06-12-2019,13.9507,96.3892132409333
801,06-13-2019,14.2607,102.22211071845857
802,06-14-2019,14.328,100.47192634302664
803,06-17-2019,15.002,104.70407593523173
804,06-18-2019,14.9827,99.87135048660177
805,06-19-2019,15.0953,100.75153343522862
806,06-20-2019,14.6413,96.99244135591873
807,06-21-2019,14.7907,101.02040119388305
808,06-24-2019,14.9093,100.8018552198341
809,06-25-2019,14.6507,98.26551213001281
810,06-26-2019,14.618,99.77680247360195
811,06-27-2019,14.856,101.62812970310576
812,06-28-2019,14.8973,100.27800215401183
813,07-01-2019,15.1447,101.66070361743405
814,07-02-2019,14.97,98.84646113821998
815,07-03-2019,15.66,104.60921843687375
816,07-05-2019,15.54,99.23371647509578
817,07-08-2019,15.356,98.81595881595882
818,07-09-2019,15.3373,99.87822349570202
819,07-10-2019,15.928,103.85139496521552
820,07-11-2019,15.9067,99.8662732295329
821,07-12-2019,16.3387,102.71583672289036
822,07-15-2019,16.90,103.43540183735547
823,07-16-2019,16.8253,99.55798816568048
824,07-17-2019,16.9907,100.98304339298558
825,07-18-2019,16.9027,99.4820696027827
826,07-19-2019,17.212,101.8298851662752
827,07-22-2019,17.0453,99.03148965837788
828,07-23-2019,17.3447,101.75649592556304
