Date, Open, High, Low, Close
02/16/22, 1089.60, 1089.60, 1089.60, 1089.60
02/15/22, 1080.69, 1080.69, 1080.69, 1080.69
02/14/22, 1088.38, 1088.38, 1088.38, 1088.38
02/11/22, 1072.48, 1072.48, 1072.48, 1072.48
02/10/22, 1069.75, 1069.75, 1069.75, 1069.75
02/09/22, 1069.28, 1069.28, 1069.28, 1069.28
02/08/22, 1064.22, 1064.22, 1064.22, 1064.22
02/07/22, 1060.67, 1060.67, 1060.67, 1060.67
02/04/22, 1052.52, 1052.52, 1052.52, 1052.52
02/03/22, 1050.36, 1050.36, 1050.36, 1050.36
02/02/22, 1053.97, 1053.97, 1053.97, 1053.97
02/01/22, 1048.85, 1048.85, 1048.85, 1048.85
01/31/22, 1045.88, 1045.88, 1045.88, 1045.88
01/28/22, 1040.17, 1040.17, 1040.17, 1040.17
01/27/22, 1045.06, 1045.06, 1045.06, 1045.06
01/26/22, 1066.61, 1066.61, 1066.61, 1066.61
01/25/22, 1080.00, 1080.00, 1080.00, 1080.00
01/24/22, 1073.71, 1073.71, 1073.71, 1073.71
01/21/22, 1067.83, 1067.83, 1067.83, 1067.83
01/20/22, 1074.12, 1074.12, 1074.12, 1074.12
01/19/22, 1074.46, 1074.46, 1074.46, 1074.46
01/18/22, 1056.65, 1056.65, 1056.65, 1056.65
01/14/22, 1059.04, 1059.04, 1059.04, 1059.04
01/13/22, 1061.89, 1061.89, 1061.89, 1061.89
01/12/22, 1065.03, 1065.03, 1065.03, 1065.03
01/11/22, 1059.62, 1059.62, 1059.62, 1059.62
01/10/22, 1047.86, 1047.86, 1047.86, 1047.86
01/07/22, 1046.75, 1046.75, 1046.75, 1046.75
01/06/22, 1041.69, 1041.69, 1041.69, 1041.69
01/05/22, 1062.59, 1062.59, 1062.59, 1062.59
01/04/22, 1056.47, 1056.47, 1056.47, 1056.47
01/03/22, 1048.03, 1048.03, 1048.03, 1048.03
12/31/21, 1064.63, 1064.63, 1064.63, 1064.63
12/30/21, 1056.18, 1056.18, 1056.18, 1056.18
12/29/21, 1051.35, 1051.35, 1051.35, 1051.35
12/28/21, 1054.32, 1054.32, 1054.32, 1054.32
12/27/21, 1053.10, 1053.10, 1053.10, 1053.10
12/23/21, 1054.79, 1054.79, 1054.79, 1054.79
12/22/21, 1049.26, 1049.26, 1049.26, 1049.26
12/21/21, 1041.39, 1041.39, 1041.39, 1041.39
12/20/21, 1044.83, 1044.83, 1044.83, 1044.83
12/17/21, 1050.83, 1050.83, 1050.83, 1050.83
12/16/21, 1046.93, 1046.93, 1046.93, 1046.93
12/15/21, 1027.31, 1027.31, 1027.31, 1027.31
12/14/21, 1031.85, 1031.85, 1031.85, 1031.85
12/13/21, 1041.16, 1041.16, 1041.16, 1041.16
12/10/21, 1039.13, 1039.13, 1039.13, 1039.13
12/09/21, 1034.41, 1034.41, 1034.41, 1034.41
12/08/21, 1039.53, 1039.53, 1039.53, 1039.53
12/07/21, 1039.07, 1039.07, 1039.07, 1039.07
12/06/21, 1036.04, 1036.04, 1036.04, 1036.04
12/03/21, 1038.60, 1038.60, 1038.60, 1038.60
12/02/21, 1026.26, 1026.26, 1026.26, 1026.26
12/01/21, 1038.83, 1038.83, 1038.83, 1038.83
11/30/21, 1034.29, 1034.29, 1034.29, 1034.29
11/29/21, 1039.36, 1039.36, 1039.36, 1039.36
11/26/21, 1041.05, 1041.05, 1041.05, 1041.05
11/24/21, 1040.35, 1040.35, 1040.35, 1040.35
11/23/21, 1040.00, 1040.00, 1040.00, 1040.00
11/22/21, 1053.27, 1053.27, 1053.27, 1053.27
11/19/21, 1079.59, 1079.59, 1079.59, 1079.59
11/18/21, 1085.24, 1085.24, 1085.24, 1085.24
11/17/21, 1090.36, 1090.36, 1090.36, 1090.36
11/16/21, 1080.99, 1080.99, 1080.99, 1080.99
11/15/21, 1088.26, 1088.26, 1088.26, 1088.26
11/12/21, 1089.19, 1089.19, 1089.19, 1089.19
11/11/21, 1086.58, 1086.58, 1086.58, 1086.58
11/10/21, 1077.17, 1077.17, 1077.17, 1077.17
11/09/21, 1066.64, 1066.64, 1066.64, 1066.64
11/08/21, 1064.79, 1064.79, 1064.79, 1064.79
11/05/21, 1058.01, 1058.01, 1058.01, 1058.01
11/04/21, 1044.19, 1044.19, 1044.19, 1044.19
11/03/21, 1026.96, 1026.96, 1026.96, 1026.96
11/02/21, 1041.80, 1041.80, 1041.80, 1041.80
11/01/21, 1045.53, 1045.53, 1045.53, 1045.53
10/29/21, 1038.60, 1038.60, 1038.60, 1038.60
10/28/21, 1049.49, 1049.49, 1049.49, 1049.49
10/27/21, 1047.28, 1047.28, 1047.28, 1047.28
10/26/21, 1044.13, 1044.13, 1044.13, 1044.13
10/25/21, 1051.93, 1051.93, 1051.93, 1051.93
10/22/21, 1045.82, 1045.82, 1045.82, 1045.82
10/21/21, 1037.44, 1037.44, 1037.44, 1037.44
10/20/21, 1039.18, 1039.18, 1039.18, 1039.18
10/19/21, 1030.80, 1030.80, 1030.80, 1030.80
10/18/21, 1028.01, 1028.01, 1028.01, 1028.01
10/15/21, 1029.52, 1029.52, 1029.52, 1029.52
10/14/21, 1046.75, 1046.75, 1046.75, 1046.75
10/13/21, 1044.89, 1044.89, 1044.89, 1044.89
10/12/21, 1024.28, 1024.28, 1024.28, 1024.28
10/11/21, 1022.18, 1022.18, 1022.18, 1022.18
10/08/21, 1023.17, 1023.17, 1023.17, 1023.17
10/07/21, 1024.22, 1024.22, 1024.22, 1024.22
10/06/21, 1025.73, 1025.73, 1025.73, 1025.73
10/05/21, 1025.21, 1025.21, 1025.21, 1025.21
10/04/21, 1029.11, 1029.11, 1029.11, 1029.11
10/01/21, 1023.75, 1023.75, 1023.75, 1023.75
09/30/21, 1022.94, 1022.94, 1022.94, 1022.94
09/29/21, 1003.09, 1003.09, 1003.09, 1003.09
09/28/21, 1011.59, 1011.59, 1011.59, 1011.59
09/27/21, 1020.03, 1020.03, 1020.03, 1020.03
09/24/21, 1019.85, 1019.85, 1019.85, 1019.85
09/23/21, 1018.75, 1018.75, 1018.75, 1018.75
09/22/21, 1035.63, 1035.63, 1035.63, 1035.63
09/21/21, 1035.28, 1035.28, 1035.28, 1035.28
09/20/21, 1026.90, 1026.90, 1026.90, 1026.90
09/17/21, 1019.68, 1019.68, 1019.68, 1019.68
09/16/21, 1022.76, 1022.76, 1022.76, 1022.76
09/15/21, 1044.95, 1044.95, 1044.95, 1044.95
09/14/21, 1052.11, 1052.11, 1052.11, 1052.11
09/13/21, 1044.71, 1044.71, 1044.71, 1044.71
09/10/21, 1043.38, 1043.38, 1043.38, 1043.38
09/09/21, 1047.97, 1047.97, 1047.97, 1047.97
09/08/21, 1044.19, 1044.19, 1044.19, 1044.19
09/07/21, 1047.10, 1047.10, 1047.10, 1047.10
09/03/21, 1067.60, 1067.60, 1067.60, 1067.60
09/02/21, 1054.67, 1054.67, 1054.67, 1054.67
09/01/21, 1057.29, 1057.29, 1057.29, 1057.29
08/31/21, 1058.51, 1058.51, 1058.51, 1058.51
08/30/21, 1055.08, 1055.08, 1055.08, 1055.08
08/27/21, 1059.33, 1059.33, 1059.33, 1059.33
08/26/21, 1045.18, 1045.18, 1045.18, 1045.18
08/25/21, 1042.73, 1042.73, 1042.73, 1042.73
08/24/21, 1052.92, 1052.92, 1052.92, 1052.92
08/23/21, 1051.64, 1051.64, 1051.64, 1051.64
08/20/21, 1038.66, 1038.66, 1038.66, 1038.66
08/19/21, 1038.13, 1038.13, 1038.13, 1038.13
08/18/21, 1038.89, 1038.89, 1038.89, 1038.89
08/17/21, 1040.87, 1040.87, 1040.87, 1040.87
08/16/21, 1042.04, 1042.04, 1042.04, 1042.04
08/13/21, 1035.28, 1035.28, 1035.28, 1035.28
08/12/21, 1019.91, 1019.91, 1019.91, 1019.91
08/11/21, 1020.78, 1020.78, 1020.78, 1020.78
08/10/21, 1008.21, 1008.21, 1008.21, 1008.21
08/09/21, 1005.18, 1005.18, 1005.18, 1005.18
08/06/21, 1026.49, 1026.49, 1026.49, 1026.49
08/05/21, 1053.16, 1053.16, 1053.16, 1053.16
08/04/21, 1056.42, 1056.42, 1056.42, 1056.42
08/03/21, 1056.18, 1056.18, 1056.18, 1056.18
08/02/21, 1060.90, 1060.90, 1060.90, 1060.90
07/30/21, 1057.99, 1057.99, 1057.99, 1057.99
07/29/21, 1068.82, 1068.82, 1068.82, 1068.82
07/28/21, 1050.65, 1050.65, 1050.65, 1050.65
07/27/21, 1050.30, 1050.30, 1050.30, 1050.30
07/26/21, 1049.95, 1049.95, 1049.95, 1049.95
07/23/21, 1051.41, 1051.41, 1051.41, 1051.41
07/22/21, 1053.33, 1053.33, 1053.33, 1053.33
07/21/21, 1052.28, 1052.28, 1052.28, 1052.28
07/20/21, 1056.82, 1056.82, 1056.82, 1056.82
07/19/21, 1055.66, 1055.66, 1055.66, 1055.66
07/16/21, 1059.10, 1059.10, 1059.10, 1059.10
07/15/21, 1067.24, 1067.24, 1067.24, 1067.24
07/14/21, 1064.92, 1064.92, 1064.92, 1064.92
07/13/21, 1055.65, 1055.65, 1055.65, 1055.65
07/12/21, 1052.81, 1052.81, 1052.81, 1052.81
07/09/21, 1055.08, 1055.08, 1055.08, 1055.08
07/08/21, 1048.56, 1048.56, 1048.56, 1048.56
07/07/21, 1049.20, 1049.20, 1049.20, 1049.20
07/06/21, 1044.60, 1044.60, 1044.60, 1044.60
07/02/21, 1038.25, 1038.25, 1038.25, 1038.25
07/01/21, 1034.47, 1034.47, 1034.47, 1034.47
06/30/21, 1031.44, 1031.44, 1031.44, 1031.44
06/29/21, 1026.78, 1026.78, 1026.78, 1026.78
06/28/21, 1036.74, 1036.74, 1036.74, 1036.74
06/25/21, 1035.05, 1035.05, 1035.05, 1035.05
06/24/21, 1034.41, 1034.41, 1034.41, 1034.41
06/23/21, 1038.31, 1038.31, 1038.31, 1038.31
06/22/21, 1034.82, 1034.82, 1034.82, 1034.82
06/21/21, 1038.02, 1038.02, 1038.02, 1038.02
06/18/21, 1029.93, 1029.93, 1029.93, 1029.93
06/17/21, 1033.30, 1033.30, 1033.30, 1033.30
06/16/21, 1083.72, 1083.72, 1083.72, 1083.72
06/15/21, 1080.81, 1080.81, 1080.81, 1080.81
06/14/21, 1086.34, 1086.34, 1086.34, 1086.34
06/11/21, 1094.32, 1094.32, 1094.32, 1094.32
06/10/21, 1104.10, 1104.10, 1104.10, 1104.10
06/09/21, 1103.58, 1103.58, 1103.58, 1103.58
06/08/21, 1102.93, 1102.93, 1102.93, 1102.93
06/07/21, 1105.50, 1105.50, 1105.50, 1105.50
06/04/21, 1101.54, 1101.54, 1101.54, 1101.54
06/03/21, 1090.65, 1090.65, 1090.65, 1090.65
06/02/21, 1111.96, 1111.96, 1111.96, 1111.96
06/01/21, 1109.11, 1109.11, 1109.11, 1109.11
05/28/21, 1109.28, 1109.28, 1109.28, 1109.28
05/27/21, 1105.32, 1105.32, 1105.32, 1105.32
05/26/21, 1108.41, 1108.41, 1108.41, 1108.41
05/25/21, 1106.49, 1106.49, 1106.49, 1106.49
05/24/21, 1098.45, 1098.45, 1098.45, 1098.45
05/21/21, 1093.91, 1093.91, 1093.91, 1093.91
05/20/21, 1096.82, 1096.82, 1096.82, 1096.82
05/19/21, 1096.53, 1096.53, 1096.53, 1096.53
05/18/21, 1088.79, 1088.79, 1088.79, 1088.79
05/17/21, 1088.50, 1088.50, 1088.50, 1088.50
05/14/21, 1071.26, 1071.26, 1071.26, 1071.26
05/13/21, 1063.17, 1063.17, 1063.17, 1063.17
05/12/21, 1062.18, 1062.18, 1062.18, 1062.18
05/11/21, 1069.69, 1069.69, 1069.69, 1069.69
05/10/21, 1070.38, 1070.38, 1070.38, 1070.38
05/07/21, 1066.45, 1066.45, 1066.45, 1066.45
05/06/21, 1057.12, 1057.12, 1057.12, 1057.12
05/05/21, 1038.83, 1038.83, 1038.83, 1038.83
05/04/21, 1034.00, 1034.00, 1034.00, 1034.00
05/03/21, 1043.20, 1043.20, 1043.20, 1043.20
04/30/21, 1029.17, 1029.17, 1029.17, 1029.17
04/29/21, 1029.52, 1029.52, 1029.52, 1029.52
04/28/21, 1032.78, 1032.78, 1032.78, 1032.78
04/27/21, 1035.63, 1035.63, 1035.63, 1035.63
04/26/21, 1036.39, 1036.39, 1036.39, 1036.39
04/23/21, 1035.05, 1035.05, 1035.05, 1035.05
04/22/21, 1037.49, 1037.49, 1037.49, 1037.49
04/21/21, 1043.96, 1043.96, 1043.96, 1043.96
04/20/21, 1035.40, 1035.40, 1035.40, 1035.40
04/19/21, 1030.86, 1030.86, 1030.86, 1030.86
04/16/21, 1036.45, 1036.45, 1036.45, 1036.45
04/15/21, 1028.64, 1028.64, 1028.64, 1028.64
04/14/21, 1010.89, 1010.89, 1010.89, 1010.89
04/13/21, 1017.47, 1017.47, 1017.47, 1017.47
04/12/21, 1008.79, 1008.79, 1008.79, 1008.79
04/09/21, 1015.84, 1015.84, 1015.84, 1015.84
04/08/21, 1023.64, 1023.64, 1023.64, 1023.64
04/07/21, 1013.97, 1013.97, 1013.97, 1013.97
04/06/21, 1014.79, 1014.79, 1014.79, 1014.79
04/05/21, 1006.52, 1006.52, 1006.52, 1006.52
04/01/21, 1006.29, 1006.29, 1006.29, 1006.29
03/31/21, 998.84, 998.84, 998.84, 998.84
03/30/21, 981.60, 981.60, 981.60, 981.60
03/29/21, 998.25, 998.25, 998.25, 998.25
03/26/21, 1009.96, 1009.96, 1009.96, 1009.96
03/25/21, 1005.65, 1005.65, 1005.65, 1005.65
03/24/21, 1010.42, 1010.42, 1010.42, 1010.42
03/23/21, 1005.76, 1005.76, 1005.76, 1005.76
03/22/21, 1013.27, 1013.27, 1013.27, 1013.27
03/19/21, 1015.31, 1015.31, 1015.31, 1015.31
03/18/21, 1009.90, 1009.90, 1009.90, 1009.90
03/17/21, 1006.75, 1006.75, 1006.75, 1006.75
03/16/21, 1009.08, 1009.08, 1009.08, 1009.08
03/15/21, 1008.27, 1008.27, 1008.27, 1008.27
03/12/21, 1002.79, 1002.79, 1002.79, 1002.79
03/11/21, 1004.42, 1004.42, 1004.42, 1004.42
03/10/21, 1003.70, 1003.70, 1003.70, 1003.70
03/09/21, 1000.57, 1000.57, 1000.57, 1000.57
03/08/21, 977.60, 977.60, 977.60, 977.60
03/05/21, 989.24, 989.24, 989.24, 989.24
03/04/21, 990.16, 990.16, 990.16, 990.16
03/03/21, 998.95, 998.95, 998.95, 998.95
03/02/21, 1009.32, 1009.32, 1009.32, 1009.32
03/01/21, 1003.14, 1003.14, 1003.14, 1003.14
02/26/21, 1006.52, 1006.52, 1006.52, 1006.52
02/25/21, 1033.65, 1033.65, 1033.65, 1033.65
02/24/21, 1046.75, 1046.75, 1046.75, 1046.75
02/23/21, 1051.41, 1051.41, 1051.41, 1051.41
02/22/21, 1052.87, 1052.87, 1052.87, 1052.87
02/19/21, 1034.82, 1034.82, 1034.82, 1034.82
02/18/21, 1033.42, 1033.42, 1033.42, 1033.42
02/17/21, 1032.14, 1032.14, 1032.14, 1032.14
02/16/21, 1047.39, 1047.39, 1047.39, 1047.39
02/12/21, 1061.48, 1061.48, 1061.48, 1061.48
02/11/21, 1063.58, 1063.58, 1063.58, 1063.58
02/10/21, 1072.84, 1072.84, 1072.84, 1072.84
02/09/21, 1069.81, 1069.81, 1069.81, 1069.81
02/08/21, 1067.89, 1067.89, 1067.89, 1067.89
02/05/21, 1055.54, 1055.54, 1055.54, 1055.54
02/04/21, 1042.85, 1042.85, 1042.85, 1042.85
02/03/21, 1068.41, 1068.41, 1068.41, 1068.41
02/02/21, 1067.42, 1067.42, 1067.42, 1067.42
02/01/21, 1085.18, 1085.18, 1085.18, 1085.18
01/29/21, 1077.26, 1077.26, 1077.26, 1077.26
01/28/21, 1071.96, 1071.96, 1071.96, 1071.96
01/27/21, 1076.44, 1076.44, 1076.44, 1076.44
01/26/21, 1079.88, 1079.88, 1079.88, 1079.88
01/25/21, 1082.33, 1082.33, 1082.33, 1082.33
01/22/21, 1082.85, 1082.85, 1082.85, 1082.85
01/21/21, 1088.32, 1088.32, 1088.32, 1088.32
01/20/21, 1088.85, 1088.85, 1088.85, 1088.85
01/19/21, 1073.59, 1073.59, 1073.59, 1073.59
01/15/21, 1067.60, 1067.60, 1067.60, 1067.60
01/14/21, 1080.23, 1080.23, 1080.23, 1080.23
01/13/21, 1081.75, 1081.75, 1081.75, 1081.75
01/12/21, 1075.11, 1075.11, 1075.11, 1075.11
01/11/21, 1078.51, 1078.51, 1078.51, 1078.51
01/08/21, 1069.09, 1069.09, 1069.09, 1069.09
01/07/21, 1114.11, 1114.11, 1114.11, 1114.11
01/06/21, 1111.20, 1111.20, 1111.20, 1111.20
01/05/21, 1137.87, 1137.87, 1137.87, 1137.87
01/04/21, 1133.33, 1133.33, 1133.33, 1133.33
12/31/20, 1103.34, 1103.34, 1103.34, 1103.34
12/30/20, 1102.35, 1102.35, 1102.35, 1102.35
12/29/20, 1096.24, 1096.24, 1096.24, 1096.24
12/28/20, 1094.78, 1094.78, 1094.78, 1094.78
12/24/20, 1096.41, 1096.41, 1096.41, 1096.41
12/23/20, 1093.44, 1093.44, 1093.44, 1093.44
12/22/20, 1088.90, 1088.90, 1088.90, 1088.90
12/21/20, 1096.18, 1096.18, 1096.18, 1096.18
12/18/20, 1099.73, 1099.73, 1099.73, 1099.73
12/17/20, 1100.61, 1100.61, 1100.61, 1100.61
12/16/20, 1082.38, 1082.38, 1082.38, 1082.38
12/15/20, 1080.17, 1080.17, 1080.17, 1080.17
12/14/20, 1066.66, 1066.66, 1066.66, 1066.66
12/11/20, 1073.36, 1073.36, 1073.36, 1073.36
12/10/20, 1069.75, 1069.75, 1069.75, 1069.75
12/09/20, 1070.39, 1070.39, 1070.39, 1070.39
12/08/20, 1091.58, 1091.58, 1091.58, 1091.58
12/07/20, 1086.40, 1086.40, 1086.40, 1086.40
12/04/20, 1071.26, 1071.26, 1071.26, 1071.26
12/03/20, 1071.90, 1071.90, 1071.90, 1071.90
12/02/20, 1065.56, 1065.56, 1065.56, 1065.56
12/01/20, 1058.98, 1058.98, 1058.98, 1058.98
11/30/20, 1036.85, 1036.85, 1036.85, 1036.85
11/27/20, 1041.05, 1041.05, 1041.05, 1041.05
11/25/20, 1054.49, 1054.49, 1054.49, 1054.49
11/24/20, 1054.32, 1054.32, 1054.32, 1054.32
11/23/20, 1073.65, 1073.65, 1073.65, 1073.65
11/20/20, 1093.50, 1093.50, 1093.50, 1093.50
11/19/20, 1086.92, 1086.92, 1086.92, 1086.92
11/18/20, 1094.09, 1094.09, 1094.09, 1094.09
11/17/20, 1101.13, 1101.13, 1101.13, 1101.13
11/16/20, 1102.76, 1102.76, 1102.76, 1102.76
11/13/20, 1102.12, 1102.12, 1102.12, 1102.12
11/12/20, 1094.67, 1094.67, 1094.67, 1094.67
11/11/20, 1086.87, 1086.87, 1086.87, 1086.87
11/10/20, 1094.76, 1094.76, 1094.76, 1094.76
11/09/20, 1081.09, 1081.09, 1081.09, 1081.09
11/06/20, 1137.16, 1137.16, 1137.16, 1137.16
11/05/20, 1133.44, 1133.44, 1133.44, 1133.44
11/04/20, 1103.98, 1103.98, 1103.98, 1103.98
11/03/20, 1112.25, 1112.25, 1112.25, 1112.25
11/02/20, 1101.83, 1101.83, 1101.83, 1101.83
10/30/20, 1094.49, 1094.49, 1094.49, 1094.49
10/29/20, 1087.56, 1087.56, 1087.56, 1087.56
10/28/20, 1094.09, 1094.09, 1094.09, 1094.09
10/27/20, 1113.12, 1113.12, 1113.12, 1113.12
10/26/20, 1109.51, 1109.51, 1109.51, 1109.51
10/23/20, 1109.22, 1109.22, 1109.22, 1109.22
10/22/20, 1108.87, 1108.87, 1108.87, 1108.87
10/21/20, 1123.37, 1123.37, 1123.37, 1123.37
10/20/20, 1115.16, 1115.16, 1115.16, 1115.16
10/19/20, 1113.01, 1113.01, 1113.01, 1113.01
10/16/20, 1109.92, 1109.92, 1109.92, 1109.92
10/15/20, 1111.38, 1111.38, 1111.38, 1111.38
10/14/20, 1110.44, 1110.44, 1110.44, 1110.44
10/13/20, 1103.05, 1103.05, 1103.05, 1103.05
10/12/20, 1123.02, 1123.02, 1123.02, 1123.02
10/09/20, 1121.45, 1121.45, 1121.45, 1121.45
10/08/20, 1103.34, 1103.34, 1103.34, 1103.34
10/07/20, 1100.84, 1100.84, 1100.84, 1100.84
10/06/20, 1111.32, 1111.32, 1111.32, 1111.32
10/05/20, 1117.90, 1117.90, 1117.90, 1117.90
10/02/20, 1110.62, 1110.62, 1110.62, 1110.62
10/01/20, 1115.68, 1115.68, 1115.68, 1115.68
09/30/20, 1103.58, 1103.58, 1103.58, 1103.58
09/29/20, 1108.06, 1108.06, 1108.06, 1108.06
09/28/20, 1095.89, 1095.89, 1095.89, 1095.89
09/25/20, 1086.58, 1086.58, 1086.58, 1086.58
09/24/20, 1092.75, 1092.75, 1092.75, 1092.75
09/23/20, 1087.80, 1087.80, 1087.80, 1087.80
09/22/20, 1110.62, 1110.62, 1110.62, 1110.62
09/21/20, 1112.37, 1112.37, 1112.37, 1112.37
09/18/20, 1142.35, 1142.35, 1142.35, 1142.35
09/17/20, 1135.25, 1135.25, 1135.25, 1135.25
09/16/20, 1147.24, 1147.24, 1147.24, 1147.24
09/15/20, 1144.74, 1144.74, 1144.74, 1144.74
09/14/20, 1143.28, 1143.28, 1143.28, 1143.28
09/11/20, 1134.08, 1134.08, 1134.08, 1134.08
09/10/20, 1143.63, 1143.63, 1143.63, 1143.63
09/09/20, 1138.16, 1138.16, 1138.16, 1138.16
09/08/20, 1131.35, 1131.35, 1131.35, 1131.35
09/04/20, 1126.16, 1126.16, 1126.16, 1126.16
09/03/20, 1128.20, 1128.20, 1128.20, 1128.20
09/02/20, 1132.22, 1132.22, 1132.22, 1132.22
09/01/20, 1152.13, 1152.13, 1152.13, 1152.13
08/31/20, 1151.96, 1151.96, 1151.96, 1151.96
08/28/20, 1149.80, 1149.80, 1149.80, 1149.80
08/27/20, 1125.17, 1125.17, 1125.17, 1125.17
08/26/20, 1136.76, 1136.76, 1136.76, 1136.76
08/25/20, 1119.64, 1119.64, 1119.64, 1119.64
08/24/20, 1129.02, 1129.02, 1129.02, 1129.02
08/21/20, 1133.56, 1133.56, 1133.56, 1133.56
08/20/20, 1133.27, 1133.27, 1133.27, 1133.27
08/19/20, 1147.12, 1147.12, 1147.12, 1147.12
08/18/20, 1172.04, 1172.04, 1172.04, 1172.04
08/17/20, 1163.66, 1163.66, 1163.66, 1163.66
08/14/20, 1135.19, 1135.19, 1135.19, 1135.19
08/13/20, 1147.18, 1147.18, 1147.18, 1147.18
08/12/20, 1134.72, 1134.72, 1134.72, 1134.72
08/11/20, 1133.15, 1133.15, 1133.15, 1133.15
08/10/20, 1187.53, 1187.53, 1187.53, 1187.53
08/07/20, 1180.72, 1180.72, 1180.72, 1180.72
08/06/20, 1204.82, 1204.82, 1204.82, 1204.82
08/05/20, 1193.12, 1193.12, 1193.12, 1193.12
08/04/20, 1176.64, 1176.64, 1176.64, 1176.64
08/03/20, 1156.44, 1156.44, 1156.44, 1156.44
07/31/20, 1156.21, 1156.21, 1156.21, 1156.21
07/30/20, 1145.09, 1145.09, 1145.09, 1145.09
07/29/20, 1150.85, 1150.85, 1150.85, 1150.85
07/28/20, 1143.40, 1143.40, 1143.40, 1143.40
07/27/20, 1138.45, 1138.45, 1138.45, 1138.45
07/24/20, 1120.87, 1120.87, 1120.87, 1120.87
07/23/20, 1116.33, 1116.33, 1116.33, 1116.33
07/22/20, 1101.89, 1101.89, 1101.89, 1101.89
07/21/20, 1088.50, 1088.50, 1088.50, 1088.50
07/20/20, 1071.32, 1071.32, 1071.32, 1071.32
07/17/20, 1067.60, 1067.60, 1067.60, 1067.60
07/16/20, 1063.40, 1063.40, 1063.40, 1063.40
07/15/20, 1072.19, 1072.19, 1072.19, 1072.19
07/14/20, 1072.14, 1072.14, 1072.14, 1072.14
07/13/20, 1069.97, 1069.97, 1069.97, 1069.97
07/10/20, 1059.35, 1059.35, 1059.35, 1059.35
07/09/20, 1057.10, 1057.10, 1057.10, 1057.10
07/08/20, 1063.46, 1063.46, 1063.46, 1063.46
07/07/20, 1053.74, 1053.74, 1053.74, 1053.74
07/06/20, 1044.19, 1044.19, 1044.19, 1044.19
07/02/20, 1042.15, 1042.15, 1042.15, 1042.15
07/01/20, 1036.27, 1036.27, 1036.27, 1036.27
06/30/20, 1048.27, 1048.27, 1048.27, 1048.27
06/29/20, 1037.03, 1037.03, 1037.03, 1037.03
06/26/20, 1036.51, 1036.51, 1036.51, 1036.51
06/25/20, 1030.86, 1030.86, 1030.86, 1030.86
06/24/20, 1033.48, 1033.48, 1033.48, 1033.48
06/23/20, 1037.49, 1037.49, 1037.49, 1037.49
06/22/20, 1028.41, 1028.41, 1028.41, 1028.41
06/19/20, 1020.61, 1020.61, 1020.61, 1020.61
06/18/20, 1007.86, 1007.86, 1007.86, 1007.86
06/17/20, 1010.48, 1010.48, 1010.48, 1010.48
06/16/20, 1011.00, 1011.00, 1011.00, 1011.00
06/15/20, 1005.59, 1005.59, 1005.59, 1005.59
06/12/20, 1011.47, 1011.47, 1011.47, 1011.47
06/11/20, 1012.92, 1012.92, 1012.92, 1012.92
06/10/20, 1001.80, 1001.80, 1001.80, 1001.80
06/09/20, 1002.50, 1002.50, 1002.50, 1002.50
06/08/20, 992.72, 992.72, 992.72, 992.72
06/05/20, 979.86, 979.86, 979.86, 979.86
06/04/20, 1005.71, 1005.71, 1005.71, 1005.71
06/03/20, 992.55, 992.55, 992.55, 992.55
06/02/20, 1009.55, 1009.55, 1009.55, 1009.55
06/01/20, 1019.04, 1019.04, 1019.04, 1019.04
05/29/20, 1019.85, 1019.85, 1019.85, 1019.85
05/28/20, 1006.23, 1006.23, 1006.23, 1006.23
05/27/20, 1005.36, 1005.36, 1005.36, 1005.36
05/26/20, 1006.17, 1006.17, 1006.17, 1006.17
05/22/20, 1020.90, 1020.90, 1020.90, 1020.90
05/21/20, 1011.24, 1011.24, 1011.24, 1011.24
05/20/20, 1027.95, 1027.95, 1027.95, 1027.95
05/19/20, 1023.46, 1023.46, 1023.46, 1023.46
05/18/20, 1016.94, 1016.94, 1016.94, 1016.94
05/15/20, 1029.34, 1029.34, 1029.34, 1029.34
05/14/20, 1020.09, 1020.09, 1020.09, 1020.09
05/13/20, 1005.41, 1005.41, 1005.41, 1005.41
05/12/20, 998.60, 998.60, 998.60, 998.60
05/11/20, 993.24, 993.24, 993.24, 993.24
05/08/20, 1000.80, 1000.80, 1000.80, 1000.80
05/07/20, 1005.93, 1005.93, 1005.93, 1005.93
05/06/20, 983.06, 983.06, 983.06, 983.06
05/05/20, 995.92, 995.92, 995.92, 995.92
05/04/20, 997.50, 997.50, 997.50, 997.50
05/01/20, 990.28, 990.28, 990.28, 990.28
04/30/20, 986.38, 986.38, 986.38, 986.38
04/29/20, 997.55, 997.55, 997.55, 997.55
04/28/20, 1002.68, 1002.68, 1002.68, 1002.68
04/27/20, 1003.61, 1003.61, 1003.61, 1003.61
04/24/20, 1010.48, 1010.48, 1010.48, 1010.48
04/23/20, 1016.19, 1016.19, 1016.19, 1016.19
04/22/20, 1012.05, 1012.05, 1012.05, 1012.05
04/21/20, 982.65, 982.65, 982.65, 982.65
04/20/20, 996.27, 996.27, 996.27, 996.27
04/17/20, 989.05, 989.05, 989.05, 989.05
04/16/20, 1008.21, 1008.21, 1008.21, 1008.21
04/15/20, 1013.16, 1013.16, 1013.16, 1013.16
04/14/20, 1029.87, 1029.87, 1029.87, 1029.87
04/13/20, 1025.50, 1025.50, 1025.50, 1025.50
04/09/20, 1020.49, 1020.49, 1020.49, 1020.49
