,Date,XMAG Price,XMAG Percent Change Rate
354,03-24-2026,22.3058,100.1157989228007
355,03-25-2026,22.4004,100.4241049413157
356,03-26-2026,22.1219,98.75671863002445
357,03-27-2026,21.8269,98.66647982316165
358,03-30-2026,21.66,99.23534720917768
359,03-31-2026,22.217,102.57156048014772
360,04-01-2026,22.31,100.41859837061709
361,04-02-2026,22.3972,100.39085611833261
362,04-06-2026,22.5047,100.47997071062453
363,04-07-2026,22.5,99.9791154736566
364,04-08-2026,23.0421,102.40933333333334
365,04-09-2026,23.125,100.35977623567295
366,04-10-2026,22.9731,99.34313513513513
