Date,AMZN Price,APPL Price,Bitcoin Price,DOW Price,Ethereum Price,GOOGL Price,Solana Price,MSFT Price,S&P 500 Composite Price,NASDAQ Composite Price,S&P Gold Price,NVDA Price,TSLA Price,Oil Futures Price,XMAG Price,Silver Price,META Price,Magnificent Seven Average,Cryptocurrency Average
2025-05-22,203.1,201.36,111129.0,13072.72,2724.93,170.87,184.816,454.86,5842.01,18925.73,1935.03,132.83,341.04,64.87,20.0808,33.219,636.57,305.80428571428575,38012.91533333333
2025-05-22,203.1,201.36,111129.0,13072.72,2724.93,170.87,184.816,454.86,5842.01,18925.73,1935.03,132.83,341.04,64.87,20.0808,33.047000885009766,636.57,305.80428571428575,38012.91533333333
2025-05-23,200.99,195.27,108121.0,13023.52,2545.96,168.47,174.469,450.18,5802.82,18737.21,1976.3,131.29,339.34,65.41,19.99,33.44200134277344,627.06,301.8,36947.143000000004
2025-05-23,200.99,195.27,108121.0,13023.52,2545.96,168.47,174.469,450.18,5802.82,18737.21,1976.3,131.29,339.34,65.41,19.99,33.609,627.06,301.8,36947.143000000004
2025-05-24,,,108191.0,,2516.85,,173.727,,,,,,,,,,,,36960.52566666667
2025-05-25,,,109633.0,,2562.67,,177.178,,,,,,,,,,,,37457.616
2025-05-26,,,108951.0,,2550.53,,173.791,,,,,,,,,33.609,,,37225.106999999996
2025-05-27,206.02,200.21,108925.0,13241.84,2648.11,172.9,175.25,460.69,5921.54,19199.16,1937.76,135.5,362.89,64.32,20.3494,33.311,642.32,311.50428571428574,37249.45333333333
2025-05-27,206.02,200.21,108925.0,13241.84,2648.11,172.9,175.25,460.69,5921.54,19199.16,1937.76,135.5,362.89,64.32,20.3494,33.145999908447266,642.32,311.50428571428574,37249.45333333333
2025-05-28,204.72,200.42,108045.0,13132.21,2755.91,172.36,173.58,457.36,5888.55,19100.94,1934.33,134.81,356.9,65.72,20.232,33.16,643.58,310.0214285714286,36991.496666666666
2025-05-28,204.72,200.42,108045.0,13132.21,2755.91,172.36,173.58,457.36,5888.55,19100.94,1934.33,134.81,356.9,65.72,20.232,33.0,643.58,310.0214285714286,36991.496666666666
2025-05-29,205.7,199.95,106021.0,13181.67,2632.92,171.86,164.99,458.68,5912.17,19175.87,1946.84,139.19,358.43,64.6,20.29,33.28300094604492,645.05,311.2657142857143,36272.97
2025-05-29,205.7,199.95,106021.0,13181.67,2632.92,171.86,164.99,458.68,5912.17,19175.87,1946.84,139.19,358.43,64.6,20.29,33.423,645.05,311.2657142857143,36272.97
2025-05-30,205.01,200.85,103675.0,13198.15,2514.63,171.74,154.401,460.36,5911.69,19113.77,1930.25,135.13,346.46,64.32,20.36,32.891998291015625,647.49,309.5771428571429,35448.01033333333
2025-05-30,205.01,200.85,103675.0,13198.15,2514.63,171.74,154.401,460.36,5911.69,19113.77,1930.25,135.13,346.46,64.32,20.36,33.029,647.49,309.5771428571429,35448.01033333333
2025-05-31,,,103495.0,,2519.88,,153.133,,,,,,,,,,,,35389.337666666666
2025-06-01,,,104904.0,,2495.61,,155.714,,,,,,,,,,,,35851.77466666667
2025-06-02,206.65,201.7,105514.0,13196.55,2603.93,169.03,159.334,461.97,5935.94,19242.61,1977.88,137.38,342.69,66.55,20.45,34.56299973,670.9,312.90285714285716,36092.42133333333
2025-06-02,206.65,201.7,105514.0,13196.55,2603.93,169.03,159.334,461.97,5935.94,19242.61,1977.88,137.38,342.69,66.55,20.45,34.694,670.9,312.90285714285716,36092.42133333333
2025-06-03,205.71,203.27,105582.0,13276.71,2630.49,166.18,156.741,462.97,5970.37,19398.96,1966.17,141.22,344.27,67.48,20.52,34.50299835205078,666.85,312.92428571428576,36123.077
2025-06-03,205.71,203.27,105582.0,13276.71,2630.49,166.18,156.741,462.97,5970.37,19398.96,1966.17,141.22,344.27,67.48,20.52,34.633,666.85,312.92428571428576,36123.077
2025-06-04,207.23,202.82,105070.0,13217.85,2627.57,168.05,153.903,463.87,5970.81,19460.49,1979.04,141.92,332.05,66.69,20.53,34.648,687.95,314.8414285714286,35950.491
2025-06-04,207.23,202.82,105070.0,13217.85,2627.57,168.05,153.903,463.87,5970.81,19460.49,1979.04,141.92,332.05,66.69,20.53,34.51900100708008,687.95,314.8414285714286,35950.491
2025-06-05,207.91,200.63,102513.0,13184.36,2451.29,168.21,146.64,467.68,5939.3,19298.45,1965.01,139.99,284.7,67.14,20.47,35.68899917602539,684.62,307.6771428571428,35036.97666666666
2025-06-05,207.91,200.63,102513.0,13184.36,2451.29,168.21,146.64,467.68,5939.3,19298.45,1965.01,139.99,284.7,67.14,20.47,35.805,684.62,307.6771428571428,35036.97666666666
2025-06-06,213.57,203.92,104880.0,13324.31,2491.44,173.68,149.675,470.38,6000.36,19529.95,1948.42,141.72,295.14,68.02,20.6389,36.139,697.71,313.73142857142864,35840.371666666666
2025-06-06,213.57,203.92,104880.0,13324.31,2491.44,173.68,149.675,470.38,6000.36,19529.95,1948.42,141.72,295.14,68.02,20.6389,36.025001525878906,697.71,313.73142857142864,35840.371666666666
2025-06-07,,,105814.0,,2520.48,,151.167,,,,,,,,,,,,36161.882333333335
2025-06-08,,,105436.0,,2516.33,,149.543,,,,,,,,,,,,36033.95766666667
2025-06-09,216.98,201.45,109514.0,13325.96,2687.9,176.09,159.392,472.75,6005.88,19591.24,1953.25,142.63,308.58,68.73,20.6049,36.796,694.06,316.07714285714286,37453.764
2025-06-09,216.98,201.45,109514.0,13325.96,2687.9,176.09,159.392,472.75,6005.88,19591.24,1953.25,142.63,308.58,68.73,20.6049,36.68799973,694.06,316.07714285714286,37453.764
2025-06-10,217.61,202.67,109567.0,13392.06,2760.98,178.6,160.382,470.92,6038.81,19714.99,1946.55,143.96,326.09,68.41,20.66,36.54199981689453,702.4,320.32142857142856,37496.12066666666
2025-06-10,217.61,202.67,109567.0,13392.06,2760.98,178.6,160.382,470.92,6038.81,19714.99,1946.55,143.96,326.09,68.41,20.66,36.642,702.4,320.32142857142856,37496.12066666666
2025-06-11,213.2,198.78,107884.0,13346.78,2769.05,177.35,159.991,472.62,6022.24,19615.88,1946.73,142.83,326.43,71.29,20.6828,36.16600036621094,694.14,317.90714285714284,36937.68033333333
2025-06-11,213.2,198.78,107884.0,13346.78,2769.05,177.35,159.991,472.62,6022.24,19615.88,1946.73,142.83,326.43,71.29,20.6828,36.261,694.14,317.90714285714284,36937.68033333333
2025-06-12,213.24,199.2,104098.0,13387.81,2505.82,175.7,144.071,478.87,6045.26,19662.48,1980.9,145.0,319.11,70.84,20.74,36.21300125,693.36,317.78285714285715,35582.630333333334
2025-06-12,213.24,199.2,104098.0,13387.81,2505.82,175.7,144.071,478.87,6045.26,19662.48,1980.9,145.0,319.11,70.84,20.74,36.295,693.36,317.78285714285715,35582.630333333334
2025-06-13,212.1,196.45,105209.0,13176.7,2548.56,174.67,146.65,474.96,5976.97,19406.83,2010.25,141.97,325.31,76.0,20.55,36.355,682.87,315.4757142857143,35968.07
2025-06-13,212.1,196.45,105209.0,13176.7,2548.56,174.67,146.65,474.96,5976.97,19406.83,2010.25,141.97,325.31,76.0,20.55,36.28099822998047,682.87,315.4757142857143,35968.07
2025-06-14,,,105512.0,,2531.58,,145.712,,,,,,,,,,,,36063.09733333333
2025-06-15,,,105906.0,,2568.87,,155.66,,,,,,,,,,,,36210.176666666666
2025-06-16,216.1,198.42,107588.0,13272.65,2605.16,176.77,153.309,479.14,6033.11,19701.21,1989.58,144.69,329.13,75.05,20.68,36.37900161743164,702.12,320.90999999999997,36782.15633333333
2025-06-16,216.1,198.42,107588.0,13272.65,2605.16,176.77,153.309,479.14,6033.11,19701.21,1989.58,144.69,329.13,75.05,20.68,36.448,702.12,320.90999999999997,36782.15633333333
2025-06-17,214.82,195.64,104994.0,13165.55,2525.55,175.95,147.986,478.04,5982.72,19521.09,1983.52,144.12,316.35,78.7,20.52,37.151,697.23,317.44999999999993,35889.17866666667
2025-06-17,214.82,195.64,104994.0,13165.55,2525.55,175.95,147.986,478.04,5982.72,19521.09,1983.52,144.12,316.35,78.7,20.52,37.09000015258789,697.23,317.44999999999993,35889.17866666667
2025-06-18,212.52,196.58,104964.0,13171.17,2520.25,173.32,146.153,480.24,5980.87,19546.27,1984.22,145.48,322.05,78.38,20.51,36.86600112915039,695.77,317.9942857142857,35876.801
2025-06-18,212.52,196.58,104964.0,13171.17,2520.25,173.32,146.153,480.24,5980.87,19546.27,1984.22,145.48,322.05,78.38,20.51,36.913,695.77,317.9942857142857,35876.801
2025-06-19,,,104617.0,,2517.18,,145.48,,,,,,,80.37,,36.913,,,35759.886666666665
2025-06-20,209.69,201.0,103617.0,13194.98,2427.82,166.64,140.774,477.4,5967.84,19447.41,1971.18,143.85,322.16,78.73,20.465,35.97600173950195,682.35,314.72714285714284,35395.198000000004
2025-06-20,209.69,201.0,103617.0,13194.98,2427.82,166.64,140.774,477.4,5967.84,19447.41,1971.18,143.85,322.16,78.73,20.465,36.017,682.35,314.72714285714284,35395.198000000004
2025-06-21,,,102151.0,,2259.77,,134.652,,,,,,,,,,,,34848.474
2025-06-22,,,101153.0,,2234.44,,132.522,,,,,,,,,,,,34506.654
2025-06-23,208.47,201.5,104945.0,13358.81,2401.13,165.19,143.297,486.0,6025.17,19630.97,1976.6,144.17,348.68,74.34,20.65,36.15299987792969,698.53,321.7914285714286,35829.809
2025-06-23,208.47,201.5,104945.0,13358.81,2401.13,165.19,143.297,486.0,6025.17,19630.97,1976.6,144.17,348.68,74.34,20.65,36.187,698.53,321.7914285714286,35829.809
2025-06-24,212.77,200.3,106259.0,13515.56,2449.43,166.77,145.703,490.11,6092.18,19912.53,1941.02,147.9,340.47,69.13,20.88,35.732,712.2,324.36000000000007,36284.710999999996
2025-06-24,212.77,200.3,106259.0,13515.56,2449.43,166.77,145.703,490.11,6092.18,19912.53,1941.02,147.9,340.47,69.13,20.88,35.70100021362305,712.2,324.36000000000007,36284.710999999996
2025-06-25,211.99,201.56,107838.0,13439.6,2485.24,170.68,145.809,492.27,6092.16,19973.55,1946.38,154.31,327.55,68.4,20.79,36.084999084472656,708.68,323.86285714285714,36823.01633333333
2025-06-25,211.99,201.56,107838.0,13439.6,2485.24,170.68,145.809,492.27,6092.16,19973.55,1946.38,154.31,327.55,68.4,20.79,36.111,708.68,323.86285714285714,36823.01633333333
2025-06-26,217.12,201.0,107519.0,13553.36,2447.58,173.54,141.419,497.45,6141.02,20167.91,1949.23,155.02,325.78,68.57,20.94,36.591,726.09,328.0,36702.666333333334
2025-06-26,217.12,201.0,107519.0,13553.36,2447.58,173.54,141.419,497.45,6141.02,20167.91,1949.23,155.02,325.78,68.57,20.94,36.58599853515625,726.09,328.0,36702.666333333334
2025-06-27,223.3,201.08,107255.0,13681.85,2421.11,178.53,143.451,495.94,6173.07,20273.46,1914.07,157.75,323.63,69.37,20.98,36.37,733.63,330.5514285714286,36606.520333333334
2025-06-27,223.3,201.08,107255.0,13681.85,2421.11,178.53,143.451,495.94,6173.07,20273.46,1914.07,157.75,323.63,69.37,20.98,36.03699875,733.63,330.5514285714286,36606.520333333334
2025-06-28,,,107218.0,,2428.41,,149.583,,,,,,,,,,,,36598.664333333334
2025-06-29,,,108534.0,,2500.54,,151.761,,,,,,,,,,,,37062.10033333333
2025-06-30,219.39,205.17,107180.0,13730.3,2485.58,176.23,153.834,497.41,6204.95,20369.73,1925.77,157.99,317.66,68.15,21.21,35.85200119018555,738.09,330.27714285714285,36606.471333333335
2025-06-30,219.39,205.17,107180.0,13730.3,2485.58,176.23,153.834,497.41,6204.95,20369.73,1925.77,157.99,317.66,68.15,21.21,36.172,738.09,330.27714285714285,36606.471333333335
2025-07-01,220.46,207.82,106192.0,13900.11,2429.48,175.84,149.044,492.05,6198.01,20202.89,1950.28,153.3,300.71,67.63,21.27,36.082000732421875,719.22,324.2,36256.84133333333
2025-07-01,220.46,207.82,106192.0,13900.11,2429.48,175.84,149.044,492.05,6198.01,20202.89,1950.28,153.3,300.71,67.63,21.27,36.397,719.22,324.2,36256.84133333333
2025-07-02,219.92,212.44,108711.0,13916.98,2562.14,178.64,153.554,491.09,6227.42,20393.13,1956.04,157.25,315.65,70.8,21.2703,36.727,713.57,326.9371428571429,37142.23133333334
2025-07-02,219.92,212.44,108711.0,13916.98,2562.14,178.64,153.554,491.09,6227.42,20393.13,1956.04,157.25,315.65,70.8,21.2703,36.42599868774414,713.57,326.9371428571429,37142.23133333334
2025-07-03,223.41,213.55,109257.0,14003.88,2579.55,179.53,151.67,498.84,6279.35,20601.1,1946.26,159.34,315.35,70.42,21.4342,37.084,719.01,329.8614285714285,37329.40666666667
2025-07-03,223.41,213.55,109257.0,14003.88,2579.55,179.53,151.67,498.84,6279.35,20601.1,1946.26,159.34,315.35,70.42,21.4342,36.78400039672851,719.01,329.8614285714285,37329.40666666667
2025-07-04,,,108174.0,,2518.82,,147.875,,,,,,,71.03,,37.084,,,36946.89833333334
2025-07-04,,,108174.0,,2518.82,,147.875,,,,,,,71.03,,36.775001525878906,,,36946.89833333334
2025-07-05,,,108035.0,,2513.36,,147.311,,,,,,,,,,,,36898.557
2025-07-06,,,109404.0,,2578.39,,151.965,,,,,,,,,,,,37378.11833333333
2025-07-07,223.47,209.95,107937.0,13872.37,2538.59,176.79,148.876,497.72,6229.98,20412.52,1946.2,158.24,293.94,71.95,21.33,36.904,718.35,325.4942857142857,36874.822
2025-07-07,223.47,209.95,107937.0,13872.37,2538.59,176.79,148.876,497.72,6229.98,20412.52,1946.2,158.24,293.94,71.95,21.33,36.61500168,718.35,325.4942857142857,36874.822
2025-07-08,219.36,210.01,108371.0,13853.61,2593.17,174.36,151.318,496.62,6225.52,20418.46,1937.61,160.0,297.81,72.5,21.3,36.47200012207031,720.67,325.54714285714283,37038.496
2025-07-08,219.36,210.01,108371.0,13853.61,2593.17,174.36,151.318,496.62,6225.52,20418.46,1937.61,160.0,297.81,72.5,21.3,36.749,720.67,325.54714285714283,37038.496
2025-07-09,222.54,211.14,111057.0,13907.96,2773.77,176.62,157.348,503.51,6263.26,20611.34,1946.39,162.88,295.88,71.98,21.35,36.35100173950195,732.78,329.3357142857143,37996.039333333334
2025-07-09,222.54,211.14,111057.0,13907.96,2773.77,176.62,157.348,503.51,6263.26,20611.34,1946.39,162.88,295.88,71.98,21.35,36.63,732.78,329.3357142857143,37996.039333333334
2025-07-10,222.26,212.41,116726.0,14040.75,2971.35,177.62,165.066,501.48,6280.46,20630.66,1955.57,164.1,309.87,70.38,21.36,37.305,727.24,330.7114285714286,39954.13866666667
2025-07-10,222.26,212.41,116726.0,14040.75,2971.35,177.62,165.066,501.48,6280.46,20630.66,1955.57,164.1,309.87,70.38,21.36,37.03799819946289,727.24,330.7114285714286,39954.13866666667
2025-07-11,225.02,211.16,117522.0,13958.53,2957.64,180.19,162.8,503.32,6259.75,20585.53,1984.4,164.92,313.51,72.06,21.26,38.67599868774414,717.51,330.80428571428575,40214.14666666667
2025-07-11,225.02,211.16,117522.0,13958.53,2957.64,180.19,162.8,503.32,6259.75,20585.53,1984.4,164.92,313.51,72.06,21.26,38.955,717.51,330.80428571428575,40214.14666666667
2025-07-12,,,117793.0,,2956.08,,161.317,,,,,,,,,,,,40303.46566666666
2025-07-13,,,120913.0,,3039.57,,167.172,,,,,,,,,,,,41373.24733333334
2025-07-14,225.69,208.62,117387.0,13959.0,2953.41,181.56,159.48,503.02,6268.56,20640.33,1988.41,164.07,316.9,70.96,21.32,38.46200180053711,720.92,331.53999999999996,40166.63
2025-07-14,225.69,208.62,117387.0,13959.0,2953.41,181.56,159.48,503.02,6268.56,20640.33,1988.41,164.07,316.9,70.96,21.32,38.742,720.92,331.53999999999996,40166.63
2025-07-15,226.35,209.11,117454.0,13800.9,3112.65,182.0,162.532,505.82,6243.76,20677.8,1975.37,170.7,310.78,70.27,21.12,38.11,710.39,330.7357142857142,40243.060666666664
2025-07-15,226.35,209.11,117454.0,13800.9,3112.65,182.0,162.532,505.82,6243.76,20677.8,1975.37,170.7,310.78,70.27,21.12,37.83399963378906,710.39,330.7357142857142,40243.060666666664
2025-07-16,223.19,210.16,117849.0,13845.43,3135.92,182.97,163.001,505.62,6263.7,20730.49,1988.36,171.37,321.67,69.67,21.1975,38.119,702.91,331.1271428571428,40382.64033333334
2025-07-16,223.19,210.16,117849.0,13845.43,3135.92,182.97,163.001,505.62,6263.7,20730.49,1988.36,171.37,321.67,69.67,21.1975,37.85300064086914,702.91,331.1271428571428,40382.64033333334
2025-07-17,223.88,210.02,120259.0,13925.28,3598.34,183.58,180.415,511.7,6297.36,20885.65,1980.26,173.0,319.41,71.32,21.3394,38.303,701.41,331.85714285714283,41345.91833333333
2025-07-17,223.88,210.02,120259.0,13925.28,3598.34,183.58,180.415,511.7,6297.36,20885.65,1980.26,173.0,319.41,71.32,21.3394,38.055999755859375,701.41,331.85714285714283,41345.91833333333
2025-07-18,226.13,211.18,118263.0,13903.44,3583.18,185.06,177.086,510.05,6296.79,20895.66,1987.71,172.41,329.65,71.06,21.2855,38.464,704.28,334.10857142857145,40674.422
2025-07-18,226.13,211.18,118263.0,13903.44,3583.18,185.06,177.086,510.05,6296.79,20895.66,1987.71,172.41,329.65,71.06,21.2855,38.222999572753906,704.28,334.10857142857145,40674.422
2025-07-19,,,117968.0,,3667.25,,178.156,,,,,,,,,,,,40604.46866666667
2025-07-20,,,118313.0,,3751.57,,186.452,,,,,,,,,,,,40750.34066666667
2025-07-21,229.3,212.48,117048.0,13898.87,3723.42,190.1,199.083,510.06,6305.6,20974.17,2016.13,171.38,328.49,71.92,21.274,39.334,712.965,336.39642857142854,40323.501
2025-07-21,229.3,212.48,117048.0,13898.87,3723.42,190.1,199.083,510.06,6305.6,20974.17,2016.13,171.38,328.49,71.92,21.274,39.10100173950195,712.965,336.39642857142854,40323.501
2025-07-22,227.47,214.4,118607.0,14009.35,3735.25,191.34,201.407,505.27,6309.62,20892.68,2038.78,167.03,332.11,69.69,21.3647,39.31999969482422,704.81,334.6328571428571,40847.88566666667
2025-07-22,227.47,214.4,118607.0,14009.35,3735.25,191.34,201.407,505.27,6309.62,20892.68,2038.78,167.03,332.11,69.69,21.3647,39.555,704.81,334.6328571428571,40847.88566666667
2025-07-23,228.29,214.15,118684.0,14138.37,3645.59,190.23,190.458,505.87,6358.91,21020.02,2011.59,170.78,332.56,69.17,21.5214,39.27799987792969,713.58,336.4942857142857,40840.015999999996
2025-07-23,228.29,214.15,118684.0,14138.37,3645.59,190.23,190.458,505.87,6358.91,21020.02,2011.59,170.78,332.56,69.17,21.5214,39.503,713.58,336.4942857142857,40840.015999999996
2025-07-24,232.23,213.76,115414.0,14051.9,3590.82,192.17,177.395,510.88,6363.35,21057.96,1997.61,173.74,305.3,70.42,21.5245,39.020999908447266,714.8,334.69714285714286,39727.405000000006
2025-07-24,232.23,213.76,115414.0,14051.9,3590.82,192.17,177.395,510.88,6363.35,21057.96,1997.61,173.74,305.3,70.42,21.5245,39.224,714.8,334.69714285714286,39727.405000000006
2025-07-25,231.44,213.88,117595.0,14129.24,3739.88,193.18,186.113,513.71,6388.64,21108.32,1975.14,173.5,316.06,69.23,21.6201,38.365,712.68,336.34999999999997,40506.99766666667
2025-07-25,231.44,213.88,117595.0,14129.24,3739.88,193.18,186.113,513.71,6388.64,21108.32,1975.14,173.5,316.06,69.23,21.6201,38.16699981689453,712.68,336.34999999999997,40506.99766666667
2025-07-26,,,117963.0,,3743.6,,185.785,,,,,,,,,,,,40630.795000000006
2025-07-27,,,119260.0,,3874.58,,193.736,,,,,,,,,,,,41109.43866666667
2025-07-28,232.79,214.05,118675.0,14102.13,3780.96,192.58,183.935,512.5,6389.77,21178.58,1960.18,176.75,325.59,70.87,21.5505,38.221,717.63,338.8414285714286,40879.965000000004
2025-07-28,232.79,214.05,118675.0,14102.13,3780.96,192.58,183.935,512.5,6389.77,21178.58,1960.18,176.75,325.59,70.87,21.5505,38.02600098,717.63,338.8414285714286,40879.965000000004
2025-07-29,231.01,211.27,118122.0,14009.77,3821.3,195.75,181.768,512.57,6370.86,21098.29,1968.56,175.51,321.2,73.21,21.5166,38.08399963378906,700.0,335.33,40708.356
2025-07-29,231.01,211.27,118122.0,14009.77,3821.3,195.75,181.768,512.57,6370.86,21098.29,1968.56,175.51,321.2,73.21,21.5166,38.286,700.0,335.33,40708.356
2025-07-30,230.19,209.05,118537.0,13894.44,3865.66,196.53,180.526,513.24,6362.9,21129.67,1952.03,179.27,319.04,73.98,21.468,37.739,695.21,334.6471428571429,40861.062
2025-07-30,230.19,209.05,118537.0,13894.44,3865.66,196.53,180.526,513.24,6362.9,21129.67,1952.03,179.27,319.04,73.98,21.468,37.56600189208984,695.21,334.6471428571429,40861.062
2025-07-31,234.11,207.57,115655.0,13824.82,3704.21,191.9,171.117,533.5,6339.39,21122.45,1949.58,177.87,308.27,73.43,21.2182,36.551998138427734,773.44,346.6657142857143,39843.44233333333
2025-07-31,234.11,207.57,115655.0,13824.82,3704.21,191.9,171.117,533.5,6339.39,21122.45,1949.58,177.87,308.27,73.43,21.2182,36.712,773.44,346.6657142857143,39843.44233333333
2025-08-01,214.75,202.38,113815.0,13659.26,3520.1,189.13,164.259,524.11,6238.01,20650.13,1979.39,173.72,302.63,70.55,21.004,36.929,750.01,336.67571428571426,39166.453
2025-08-01,214.75,202.38,113815.0,13659.26,3520.1,189.13,164.259,524.11,6238.01,20650.13,1979.39,173.72,302.63,70.55,21.004,36.78699875,750.01,336.67571428571426,39166.453
2025-08-02,,,113731.0,,3449.69,,161.017,,,,,,,,,,,,39113.90233333334
2025-08-03,,,114582.0,,3555.9,,163.112,,,,,,,,,,,,39433.670666666665
2025-08-04,211.65,203.35,114289.0,13839.23,3655.76,195.04,168.297,535.64,6329.94,21053.58,1994.88,180.0,309.26,69.56,21.2709,37.19200134277344,776.37,344.4728571428571,39371.019
2025-08-04,211.65,203.35,114289.0,13839.23,3655.76,195.04,168.297,535.64,6329.94,21053.58,1994.88,180.0,309.26,69.56,21.2709,37.328,776.37,344.4728571428571,39371.019
2025-08-05,213.75,202.92,113597.0,13833.56,3585.49,194.67,162.126,527.75,6299.19,20916.55,1999.71,178.26,308.72,69.14,21.1804,37.823,763.46,341.3614285714285,39114.872
2025-08-05,213.75,202.92,113597.0,13833.56,3585.49,194.67,162.126,527.75,6299.19,20916.55,1999.71,178.26,308.72,69.14,21.1804,37.68700027,763.46,341.3614285714285,39114.872
2025-08-06,222.31,213.25,114587.0,13861.64,3660.13,196.09,167.05,524.94,6345.06,21169.42,1998.95,179.42,319.91,67.97,21.2385,37.76599884033203,771.99,346.8442857142857,39471.39333333333
2025-08-06,222.31,213.25,114587.0,13861.64,3660.13,196.09,167.05,524.94,6345.06,21169.42,1998.95,179.42,319.91,67.97,21.2385,37.902,771.99,346.8442857142857,39471.39333333333
2025-08-07,223.13,220.03,116724.0,13811.77,3928.5,196.52,174.578,520.84,6340.0,21242.7,2010.77,180.77,322.27,66.99,21.1505,38.15800094604492,761.83,346.4842857142857,40275.69266666666
2025-08-07,223.13,220.03,116724.0,13811.77,3928.5,196.52,174.578,520.84,6340.0,21242.7,2010.77,180.77,322.27,66.99,21.1505,38.294,761.83,346.4842857142857,40275.69266666666
2025-08-08,222.69,229.35,116383.0,13834.06,4045.17,201.42,177.088,522.04,6389.45,21450.02,2032.66,182.7,329.65,67.17,21.2344,38.542,769.3,351.02142857142854,40201.75266666667
2025-08-08,222.69,229.35,116383.0,13834.06,4045.17,201.42,177.088,522.04,6389.45,21450.02,2032.66,182.7,329.65,67.17,21.2344,38.41699981689453,769.3,351.02142857142854,40201.75266666667
2025-08-09,,,118171.0,,4241.88,,185.49,,,,,,,,,,,,40866.12333333334
2025-08-10,,,118121.0,,4198.3,,181.946,,,,,,,,,,,,40833.74866666667
2025-08-11,221.3,227.18,118867.0,13757.92,4285.15,201.0,175.735,521.77,6373.45,21385.4,1982.24,182.06,339.03,67.36,21.1782,37.787,765.87,351.17285714285714,41109.295
2025-08-11,221.3,227.18,118867.0,13757.92,4285.15,201.0,175.735,521.77,6373.45,21385.4,1982.24,182.06,339.03,67.36,21.1782,37.66199875,765.87,351.17285714285714,41109.295
2025-08-12,221.47,229.65,119572.0,13953.02,4648.05,203.34,198.512,529.24,6445.76,21681.9,1978.92,183.16,340.84,66.8,21.4163,38.002,790.0,356.81428571428575,41472.854
2025-08-12,221.47,229.65,119572.0,13953.02,4648.05,203.34,198.512,529.24,6445.76,21681.9,1978.92,183.16,340.84,66.8,21.4163,37.89899826049805,790.0,356.81428571428575,41472.854
2025-08-13,224.56,233.33,123361.0,14096.26,4766.44,201.96,207.783,520.58,6466.58,21713.14,1984.34,181.59,339.38,66.25,21.5418,38.499000549316406,780.08,354.49714285714293,42778.407666666666
2025-08-13,224.56,233.33,123361.0,14096.26,4766.44,201.96,207.783,520.58,6466.58,21713.14,1984.34,181.59,339.38,66.25,21.5418,38.602,780.08,354.49714285714293,42778.407666666666
2025-08-14,230.98,232.78,118947.0,14054.61,4629.58,202.94,194.851,522.48,6468.54,21710.67,1969.72,182.02,335.58,68.12,21.513,37.98199844360352,782.13,355.5585714285714,41257.14366666666
2025-08-14,230.98,232.78,118947.0,14054.61,4629.58,202.94,194.851,522.48,6468.54,21710.67,1969.72,182.02,335.58,68.12,21.513,38.069,782.13,355.5585714285714,41257.14366666666
2025-08-15,231.03,231.59,117575.0,14036.63,4437.38,203.9,187.637,520.17,6449.8,21622.98,1969.38,180.45,330.56,67.3,21.474,37.89400100708008,785.23,354.7042857142857,40733.339
2025-08-15,231.03,231.59,117575.0,14036.63,4437.38,203.9,187.637,520.17,6449.8,21622.98,1969.38,180.45,330.56,67.3,21.474,37.975,785.23,354.7042857142857,40733.339
2025-08-16,,,117480.0,,4437.52,,187.856,,,,,,,,,,,,40701.792
2025-08-17,,,115222.0,,4311.15,,182.575,,,,,,,,,,,,39905.24166666666
2025-08-18,231.49,230.89,114896.0,14022.02,4218.03,203.5,178.488,517.1,6449.15,21629.77,1966.7,182.01,335.16,68.18,21.4853,37.95100021362305,767.37,352.50285714285707,39764.172666666665
2025-08-18,231.49,230.89,114896.0,14022.02,4218.03,203.5,178.488,517.1,6449.15,21629.77,1966.7,182.01,335.16,68.18,21.4853,38.029,767.37,352.50285714285707,39764.172666666665
2025-08-19,228.01,230.56,113494.0,14083.99,4138.35,201.57,180.469,509.77,6411.37,21314.95,1955.46,175.64,329.31,66.62,21.4483,37.332,751.48,346.61999999999995,39270.939666666665
2025-08-19,228.01,230.56,113494.0,14083.99,4138.35,201.57,180.469,509.77,6411.37,21314.95,1955.46,175.64,329.31,66.62,21.4483,37.26100158691406,751.48,346.61999999999995,39270.939666666665
2025-08-20,223.81,226.01,114089.0,14033.15,4305.89,199.32,188.749,505.72,6395.78,21172.86,1972.81,175.4,323.9,67.61,21.4847,37.773,747.72,343.1257142857143,39527.87966666667
2025-08-20,223.81,226.01,114089.0,14033.15,4305.89,199.32,188.749,505.72,6395.78,21172.86,1972.81,175.4,323.9,67.61,21.4847,37.70500183105469,747.72,343.1257142857143,39527.87966666667
2025-08-21,221.95,224.9,113003.0,13988.12,4269.15,199.75,181.515,504.24,6370.17,21100.31,1968.79,174.98,320.11,68.41,21.4039,38.027000427246094,739.1,340.71857142857147,39151.221666666665
2025-08-21,221.95,224.9,113003.0,13988.12,4269.15,199.75,181.515,504.24,6370.17,21100.31,1968.79,174.98,320.11,68.41,21.4039,38.079,739.1,340.71857142857147,39151.221666666665
2025-08-22,228.84,227.76,115501.0,14272.18,4683.92,206.09,198.096,507.23,6466.91,21496.53,1990.28,177.99,340.01,68.29,21.6879,39.00299835205078,754.79,348.9585714285714,40127.672
