,Month,CPI Rate,CPI Percent Change Rate
212,09-01-1964,31.08,100.09661835748791
213,10-01-1964,31.12,100.12870012870015
214,11-01-1964,31.21,100.2892030848329
215,12-01-1964,31.25,100.12816404998397
216,01-01-1965,31.28,100.096
217,02-01-1965,31.28,100.0
218,03-01-1965,31.31,100.09590792838874
219,04-01-1965,31.38,100.22357074417118
220,05-01-1965,31.48,100.31867431485023
221,06-01-1965,31.61,100.41296060991105
222,07-01-1965,31.58,99.90509332489718
223,08-01-1965,31.55,99.90500316656113
224,09-01-1965,31.62,100.22187004754359
225,10-01-1965,31.65,100.09487666034155
226,11-01-1965,31.75,100.31595576619274
227,12-01-1965,31.85,100.31496062992127
228,01-01-1966,31.88,100.09419152276296
229,02-01-1966,32.08,100.62735257214554
230,03-01-1966,32.18,100.31172069825436
231,04-01-1966,32.28,100.31075201988813
232,05-01-1966,32.35,100.21685254027261
233,06-01-1966,32.38,100.09273570324575
234,07-01-1966,32.45,100.21618282890674
235,08-01-1966,32.65,100.61633281972264
236,09-01-1966,32.75,100.30627871362941
237,10-01-1966,32.85,100.30534351145039
238,11-01-1966,32.88,100.09132420091325
239,12-01-1966,32.92,100.12165450121655
240,01-01-1967,32.9,99.93924665856622
241,02-01-1967,33.0,100.30395136778117
242,03-01-1967,33.0,100.0
243,04-01-1967,33.1,100.30303030303031
244,05-01-1967,33.1,100.0
245,06-01-1967,33.3,100.60422960725074
246,07-01-1967,33.4,100.30030030030031
247,08-01-1967,33.5,100.2994011976048
248,09-01-1967,33.6,100.29850746268659
249,10-01-1967,33.7,100.29761904761905
250,11-01-1967,33.9,100.59347181008901
251,12-01-1967,34.0,100.29498525073748
252,01-01-1968,34.1,100.29411764705883
253,02-01-1968,34.2,100.29325513196481
254,03-01-1968,34.3,100.2923976608187
255,04-01-1968,34.4,100.29154518950438
256,05-01-1968,34.5,100.29069767441861
257,06-01-1968,34.7,100.57971014492755
258,07-01-1968,34.9,100.57636887608068
259,08-01-1968,35.0,100.2865329512894
260,09-01-1968,35.1,100.28571428571429
261,10-01-1968,35.3,100.56980056980056
262,11-01-1968,35.4,100.28328611898016
263,12-01-1968,35.6,100.56497175141243
264,01-01-1969,35.7,100.2808988764045
265,02-01-1969,35.8,100.2801120448179
266,03-01-1969,36.1,100.83798882681565
267,04-01-1969,36.3,100.55401662049861
268,05-01-1969,36.4,100.27548209366392
269,06-01-1969,36.6,100.54945054945054
270,07-01-1969,36.8,100.54644808743167
271,08-01-1969,36.9,100.2717391304348
272,09-01-1969,37.1,100.54200542005421
273,10-01-1969,37.3,100.53908355795147
274,11-01-1969,37.5,100.53619302949062
275,12-01-1969,37.7,100.53333333333335
276,01-01-1970,37.9,100.53050397877983
277,02-01-1970,38.1,100.52770448548813
278,03-01-1970,38.3,100.5249343832021
279,04-01-1970,38.5,100.52219321148826
280,05-01-1970,38.6,100.25974025974027
281,06-01-1970,38.8,100.51813471502588
282,07-01-1970,38.9,100.25773195876289
283,08-01-1970,39.0,100.25706940874038
284,09-01-1970,39.2,100.51282051282051
285,10-01-1970,39.4,100.51020408163265
286,11-01-1970,39.6,100.50761421319798
287,12-01-1970,39.8,100.50505050505049
288,01-01-1971,39.9,100.25125628140702
289,02-01-1971,39.9,100.0
290,03-01-1971,40.0,100.25062656641603
291,04-01-1971,40.1,100.25
292,05-01-1971,40.3,100.49875311720697
293,06-01-1971,40.5,100.49627791563276
294,07-01-1971,40.6,100.24691358024691
295,08-01-1971,40.7,100.24630541871922
296,09-01-1971,40.8,100.24570024570023
297,10-01-1971,40.9,100.24509803921569
298,11-01-1971,41.0,100.24449877750612
299,12-01-1971,41.1,100.2439024390244
300,01-01-1972,41.2,100.24330900243311
301,02-01-1972,41.4,100.48543689320388
302,03-01-1972,41.4,100.0
303,04-01-1972,41.5,100.2415458937198
304,05-01-1972,41.6,100.2409638554217
305,06-01-1972,41.7,100.24038461538463
306,07-01-1972,41.8,100.2398081534772
307,08-01-1972,41.9,100.23923444976077
308,09-01-1972,42.1,100.47732696897376
309,10-01-1972,42.2,100.2375296912114
310,11-01-1972,42.4,100.4739336492891
311,12-01-1972,42.5,100.23584905660378
312,01-01-1973,42.7,100.47058823529413
313,02-01-1973,43.0,100.70257611241217
314,03-01-1973,43.4,100.93023255813954
315,04-01-1973,43.7,100.69124423963135
316,05-01-1973,43.9,100.45766590389016
317,06-01-1973,44.2,100.68337129840548
318,07-01-1973,44.2,100.0
319,08-01-1973,45.0,101.80995475113122
320,09-01-1973,45.2,100.44444444444444
321,10-01-1973,45.6,100.88495575221239
322,11-01-1973,45.9,100.6578947368421
323,12-01-1973,46.3,100.8714596949891
324,01-01-1974,46.8,101.07991360691145
325,02-01-1974,47.3,101.06837606837607
326,03-01-1974,47.8,101.05708245243127
327,04-01-1974,48.1,100.62761506276152
328,05-01-1974,48.6,101.03950103950103
329,06-01-1974,49.0,100.8230452674897
330,07-01-1974,49.3,100.61224489795917
331,08-01-1974,49.9,101.21703853955376
332,09-01-1974,50.6,101.40280561122246
333,10-01-1974,51.0,100.7905138339921
334,11-01-1974,51.5,100.98039215686273
335,12-01-1974,51.9,100.7766990291262
336,01-01-1975,52.3,100.77071290944124
337,02-01-1975,52.6,100.57361376673042
338,03-01-1975,52.8,100.38022813688212
339,04-01-1975,53.0,100.37878787878789
340,05-01-1975,53.1,100.18867924528303
341,06-01-1975,53.5,100.75329566854991
342,07-01-1975,54.0,100.93457943925233
343,08-01-1975,54.2,100.37037037037038
344,09-01-1975,54.6,100.7380073800738
345,10-01-1975,54.9,100.54945054945054
346,11-01-1975,55.3,100.72859744990892
347,12-01-1975,55.6,100.54249547920435
348,01-01-1976,55.8,100.35971223021582
349,02-01-1976,55.9,100.17921146953405
350,03-01-1976,56.0,100.1788908765653
351,04-01-1976,56.1,100.17857142857143
352,05-01-1976,56.4,100.53475935828877
353,06-01-1976,56.7,100.53191489361704
354,07-01-1976,57.0,100.52910052910053
355,08-01-1976,57.3,100.52631578947368
356,09-01-1976,57.6,100.5235602094241
357,10-01-1976,57.9,100.52083333333333
358,11-01-1976,58.1,100.3454231433506
359,12-01-1976,58.4,100.51635111876077
360,01-01-1977,58.7,100.513698630137
361,02-01-1977,59.3,101.0221465076661
362,03-01-1977,59.6,100.50590219224284
363,04-01-1977,60.0,100.67114093959731
364,05-01-1977,60.2,100.33333333333334
365,06-01-1977,60.5,100.4983388704319
366,07-01-1977,60.8,100.49586776859502
367,08-01-1977,61.1,100.49342105263159
368,09-01-1977,61.3,100.32733224222585
369,10-01-1977,61.6,100.489396411093
370,11-01-1977,62.0,100.64935064935065
371,12-01-1977,62.3,100.48387096774194
372,01-01-1978,62.7,100.64205457463886
373,02-01-1978,63.0,100.47846889952152
374,03-01-1978,63.4,100.63492063492063
375,04-01-1978,63.9,100.78864353312302
376,05-01-1978,64.5,100.93896713615023
377,06-01-1978,65.0,100.7751937984496
378,07-01-1978,65.5,100.76923076923077
379,08-01-1978,65.9,100.61068702290076
380,09-01-1978,66.5,100.91047040971168
381,10-01-1978,67.1,100.90225563909773
382,11-01-1978,67.5,100.59612518628913
383,12-01-1978,67.9,100.59259259259261
384,01-01-1979,68.5,100.88365243004418
385,02-01-1979,69.2,101.02189781021897
386,03-01-1979,69.9,101.01156069364163
387,04-01-1979,70.6,101.00143061516451
388,05-01-1979,71.4,101.1331444759207
389,06-01-1979,72.2,101.1204481792717
390,07-01-1979,73.0,101.10803324099722
391,08-01-1979,73.7,100.95890410958906
392,09-01-1979,74.4,100.94979647218454
393,10-01-1979,75.2,101.0752688172043
394,11-01-1979,76.0,101.06382978723406
395,12-01-1979,76.9,101.18421052631578
396,01-01-1980,78.0,101.43042912873861
397,02-01-1980,79.0,101.28205128205127
398,03-01-1980,80.1,101.39240506329112
399,04-01-1980,80.9,100.99875156054934
400,05-01-1980,81.7,100.98887515451173
401,06-01-1980,82.5,100.97919216646267
402,07-01-1980,82.6,100.12121212121212
403,08-01-1980,83.2,100.726392251816
404,09-01-1980,83.9,100.84134615384616
405,10-01-1980,84.7,100.95351609058403
406,11-01-1980,85.6,101.06257378984651
407,12-01-1980,86.4,100.93457943925235
408,01-01-1981,87.2,100.92592592592592
409,02-01-1981,88.0,100.91743119266054
410,03-01-1981,88.6,100.68181818181819
411,04-01-1981,89.1,100.56433408577878
412,05-01-1981,89.7,100.67340067340069
413,06-01-1981,90.5,100.89186176142697
414,07-01-1981,91.5,101.10497237569061
415,08-01-1981,92.2,100.76502732240438
416,09-01-1981,93.1,100.9761388286334
417,10-01-1981,93.4,100.32223415682064
418,11-01-1981,93.8,100.42826552462525
419,12-01-1981,94.1,100.31982942430704
420,01-01-1982,94.4,100.31880977683316
421,02-01-1982,94.7,100.31779661016948
422,03-01-1982,94.7,100.0
423,04-01-1982,95.0,100.31678986272439
424,05-01-1982,95.9,100.94736842105263
425,06-01-1982,97.0,101.14702815432742
426,07-01-1982,97.5,100.51546391752578
427,08-01-1982,97.7,100.20512820512822
428,09-01-1982,97.7,100.0
429,10-01-1982,98.1,100.40941658137154
430,11-01-1982,98.0,99.8980632008155
431,12-01-1982,97.7,99.69387755102042
432,01-01-1983,97.9,100.20470829068577
433,02-01-1983,98.0,100.10214504596526
434,03-01-1983,98.1,100.10204081632652
435,04-01-1983,98.8,100.71355759429154
436,05-01-1983,99.2,100.40485829959516
437,06-01-1983,99.4,100.2016129032258
438,07-01-1983,99.8,100.40241448692151
439,08-01-1983,100.1,100.3006012024048
440,09-01-1983,100.4,100.2997002997003
441,10-01-1983,100.8,100.39840637450199
442,11-01-1983,101.1,100.29761904761905
443,12-01-1983,101.4,100.29673590504453
444,01-01-1984,102.1,100.69033530571991
445,02-01-1984,102.6,100.48971596474045
446,03-01-1984,102.9,100.29239766081872
447,04-01-1984,103.3,100.38872691933915
448,05-01-1984,103.5,100.19361084220716
449,06-01-1984,103.7,100.19323671497584
450,07-01-1984,104.1,100.38572806171648
451,08-01-1984,104.4,100.28818443804035
452,09-01-1984,104.7,100.28735632183907
453,10-01-1984,105.1,100.38204393505252
454,11-01-1984,105.3,100.19029495718364
455,12-01-1984,105.5,100.18993352326686
456,01-01-1985,105.7,100.18957345971565
457,02-01-1985,106.3,100.56764427625353
458,03-01-1985,106.8,100.47036688617122
459,04-01-1985,107.0,100.18726591760301
460,05-01-1985,107.2,100.18691588785047
461,06-01-1985,107.5,100.27985074626866
462,07-01-1985,107.7,100.18604651162791
463,08-01-1985,107.9,100.18570102135563
464,09-01-1985,108.1,100.18535681186282
465,10-01-1985,108.5,100.37002775208141
466,11-01-1985,109.0,100.46082949308757
467,12-01-1985,109.5,100.45871559633028
468,01-01-1986,109.9,100.36529680365298
469,02-01-1986,109.7,99.81801637852593
470,03-01-1986,109.1,99.45305378304467
471,04-01-1986,108.7,99.6333638863428
472,05-01-1986,109.0,100.27598896044158
473,06-01-1986,109.4,100.36697247706424
474,07-01-1986,109.5,100.09140767824496
475,08-01-1986,109.6,100.09132420091325
476,09-01-1986,110.0,100.36496350364965
477,10-01-1986,110.2,100.18181818181819
478,11-01-1986,110.4,100.1814882032668
479,12-01-1986,110.8,100.36231884057972
480,01-01-1987,111.4,100.54151624548737
481,02-01-1987,111.8,100.35906642728905
482,03-01-1987,112.2,100.3577817531306
483,04-01-1987,112.7,100.44563279857397
484,05-01-1987,113.0,100.2661934338953
485,06-01-1987,113.5,100.44247787610618
486,07-01-1987,113.8,100.26431718061674
487,08-01-1987,114.3,100.43936731107206
488,09-01-1987,114.7,100.34995625546807
489,10-01-1987,115.0,100.2615518744551
490,11-01-1987,115.4,100.34782608695653
491,12-01-1987,115.6,100.1733102253033
492,01-01-1988,116.0,100.34602076124568
493,02-01-1988,116.2,100.17241379310344
494,03-01-1988,116.5,100.25817555938036
495,04-01-1988,117.2,100.60085836909872
496,05-01-1988,117.5,100.25597269624573
497,06-01-1988,118.0,100.42553191489361
498,07-01-1988,118.5,100.42372881355932
499,08-01-1988,119.0,100.42194092827003
500,09-01-1988,119.5,100.42016806722688
501,10-01-1988,119.9,100.33472803347281
502,11-01-1988,120.3,100.33361134278564
503,12-01-1988,120.7,100.33250207813799
504,01-01-1989,121.2,100.41425020712511
505,02-01-1989,121.6,100.33003300330033
506,03-01-1989,122.2,100.49342105263159
507,04-01-1989,123.1,100.73649754500818
508,05-01-1989,123.7,100.48740861088548
509,06-01-1989,124.1,100.32336297493936
510,07-01-1989,124.5,100.32232070910555
511,08-01-1989,124.5,100.0
512,09-01-1989,124.8,100.2409638554217
513,10-01-1989,125.4,100.48076923076923
514,11-01-1989,125.9,100.39872408293459
515,12-01-1989,126.3,100.31771247021446
516,01-01-1990,127.5,100.95011876484561
517,02-01-1990,128.0,100.3921568627451
518,03-01-1990,128.6,100.46875
519,04-01-1990,128.9,100.23328149300157
520,05-01-1990,129.1,100.15515903801395
521,06-01-1990,129.9,100.61967467079785
522,07-01-1990,130.5,100.46189376443418
523,08-01-1990,131.6,100.84291187739463
524,09-01-1990,132.5,100.6838905775076
525,10-01-1990,133.4,100.67924528301889
526,11-01-1990,133.7,100.22488755622187
527,12-01-1990,134.2,100.37397157816005
528,01-01-1991,134.7,100.37257824143072
529,02-01-1991,134.8,100.07423904974017
530,03-01-1991,134.8,100.0
531,04-01-1991,135.1,100.22255192878337
532,05-01-1991,135.6,100.37009622501851
533,06-01-1991,136.0,100.29498525073748
534,07-01-1991,136.2,100.1470588235294
535,08-01-1991,136.6,100.29368575624082
536,09-01-1991,137.0,100.29282576866765
537,10-01-1991,137.2,100.14598540145985
538,11-01-1991,137.8,100.43731778425658
539,12-01-1991,138.2,100.29027576197387
540,01-01-1992,138.3,100.07235890014474
541,02-01-1992,138.6,100.21691973969631
542,03-01-1992,139.1,100.36075036075036
543,04-01-1992,139.4,100.21567217828901
544,05-01-1992,139.7,100.21520803443326
545,06-01-1992,140.1,100.28632784538296
546,07-01-1992,140.5,100.28551034975017
547,08-01-1992,140.8,100.2135231316726
548,09-01-1992,141.1,100.21306818181816
549,10-01-1992,141.7,100.42523033309709
550,11-01-1992,142.1,100.28228652081863
551,12-01-1992,142.3,100.14074595355385
552,01-01-1993,142.8,100.35137034434294
553,02-01-1993,143.1,100.21008403361343
554,03-01-1993,143.3,100.13976240391335
555,04-01-1993,143.8,100.34891835310538
556,05-01-1993,144.2,100.2781641168289
557,06-01-1993,144.3,100.06934812760058
558,07-01-1993,144.5,100.13860013860013
559,08-01-1993,144.8,100.20761245674741
560,09-01-1993,145.0,100.13812154696132
561,10-01-1993,145.6,100.41379310344827
562,11-01-1993,146.0,100.27472527472527
563,12-01-1993,146.3,100.2054794520548
564,01-01-1994,146.3,100.0
565,02-01-1994,146.7,100.27341079972658
566,03-01-1994,147.1,100.27266530334016
567,04-01-1994,147.2,100.0679809653297
568,05-01-1994,147.5,100.2038043478261
569,06-01-1994,147.9,100.27118644067797
570,07-01-1994,148.4,100.33806626098716
571,08-01-1994,149.0,100.40431266846362
572,09-01-1994,149.3,100.2013422818792
573,10-01-1994,149.4,100.06697923643671
574,11-01-1994,149.8,100.26773761713521
575,12-01-1994,150.1,100.2002670226969
576,01-01-1995,150.5,100.26648900732845
577,02-01-1995,150.9,100.265780730897
578,03-01-1995,151.2,100.19880715705764
579,04-01-1995,151.8,100.39682539682542
580,05-01-1995,152.1,100.19762845849802
581,06-01-1995,152.4,100.19723865877712
582,07-01-1995,152.6,100.13123359580052
583,08-01-1995,152.9,100.19659239842727
584,09-01-1995,153.1,100.13080444735121
585,10-01-1995,153.5,100.26126714565645
586,11-01-1995,153.7,100.13029315960911
587,12-01-1995,153.9,100.13012361743658
588,01-01-1996,154.7,100.51981806367772
589,02-01-1996,155.0,100.19392372333549
590,03-01-1996,155.5,100.32258064516128
591,04-01-1996,156.1,100.38585209003215
592,05-01-1996,156.4,100.19218449711724
593,06-01-1996,156.7,100.19181585677748
594,07-01-1996,157.0,100.1914486279515
595,08-01-1996,157.2,100.12738853503184
596,09-01-1996,157.7,100.31806615776082
597,10-01-1996,158.2,100.3170577045022
598,11-01-1996,158.7,100.31605562579014
599,12-01-1996,159.1,100.25204788909893
600,01-01-1997,159.4,100.18856065367694
601,02-01-1997,159.7,100.18820577164365
602,03-01-1997,159.8,100.06261740763934
603,04-01-1997,159.9,100.06257822277847
604,05-01-1997,159.9,100.0
605,06-01-1997,160.2,100.18761726078797
606,07-01-1997,160.4,100.12484394506866
607,08-01-1997,160.8,100.24937655860349
608,09-01-1997,161.2,100.24875621890546
609,10-01-1997,161.5,100.18610421836229
610,11-01-1997,161.7,100.12383900928792
611,12-01-1997,161.8,100.06184291898579
612,01-01-1998,162.0,100.12360939431395
613,02-01-1998,162.0,100.0
614,03-01-1998,162.0,100.0
615,04-01-1998,162.2,100.12345679012344
616,05-01-1998,162.6,100.24660912453763
617,06-01-1998,162.8,100.12300123001232
618,07-01-1998,163.2,100.24570024570023
619,08-01-1998,163.4,100.12254901960785
620,09-01-1998,163.5,100.06119951040391
621,10-01-1998,163.9,100.2446483180428
622,11-01-1998,164.1,100.12202562538133
623,12-01-1998,164.4,100.18281535648997
624,01-01-1999,164.7,100.18248175182481
625,02-01-1999,164.7,100.0
626,03-01-1999,164.8,100.06071645415908
627,04-01-1999,165.9,100.66747572815532
628,05-01-1999,166.0,100.06027727546713
629,06-01-1999,166.0,100.0
630,07-01-1999,166.7,100.42168674698794
631,08-01-1999,167.1,100.23995200959807
632,09-01-1999,167.8,100.41891083183722
633,10-01-1999,168.1,100.1787842669845
634,11-01-1999,168.4,100.17846519928615
635,12-01-1999,168.8,100.2375296912114
636,01-01-2000,169.3,100.2962085308057
637,02-01-2000,170.0,100.41346721795628
638,03-01-2000,171.0,100.58823529411765
639,04-01-2000,170.9,99.94152046783627
640,05-01-2000,171.2,100.17554125219425
641,06-01-2000,172.2,100.58411214953271
642,07-01-2000,172.7,100.29036004645762
643,08-01-2000,172.7,100.0
644,09-01-2000,173.6,100.52113491603937
645,10-01-2000,173.9,100.17281105990786
646,11-01-2000,174.2,100.17251293847038
647,12-01-2000,174.6,100.22962112514351
648,01-01-2001,175.6,100.57273768613975
649,02-01-2001,176.0,100.22779043280184
650,03-01-2001,176.1,100.05681818181817
651,04-01-2001,176.4,100.17035775127769
652,05-01-2001,177.3,100.51020408163265
653,06-01-2001,177.7,100.22560631697685
654,07-01-2001,177.4,99.83117613956108
655,08-01-2001,177.4,100.0
656,09-01-2001,178.1,100.39458850056369
657,10-01-2001,177.6,99.71925884334644
658,11-01-2001,177.5,99.94369369369369
659,12-01-2001,177.4,99.94366197183099
660,01-01-2002,177.7,100.16910935738443
661,02-01-2002,178.0,100.16882386043895
662,03-01-2002,178.5,100.2808988764045
663,04-01-2002,179.3,100.44817927170868
664,05-01-2002,179.5,100.11154489682097
665,06-01-2002,179.6,100.05571030640668
666,07-01-2002,180.0,100.22271714922049
667,08-01-2002,180.5,100.27777777777777
668,09-01-2002,180.8,100.16620498614958
669,10-01-2002,181.2,100.22123893805308
670,11-01-2002,181.5,100.16556291390728
671,12-01-2002,181.8,100.16528925619836
